,composition,Formation Energy (eV/atom)
606,Ac4Sn4N4O4,-1.71969
607,Ac2N2O8,-2.19525
608,AcPa7N12,-1.77125
609,AcN2,-0.92479
610,Ac4P4N8,-1.06249
611,AcPaN2,-1.6294
612,Ac2Ni2N6,-0.5668
613,AcNpN3,-1.36658
614,AcPuN3,-1.23443
615,AcReN3,-0.89529
616,AcUN3,-1.59366
617,AcWN3,-1.20175
618,Ac2Pa4N8,-1.83714
619,Na2Ac2Pb2,-0.4063
620,NaAcPd4,-0.55339
621,NaAcPt4,-0.74187
622,NaAcSi,-0.16371
623,Na2Ac2Si6,-0.37725
624,NaAcSn,-0.35717
625,NaAcTe2,-1.57115
626,NaAcTl2,-0.29358
627,Na3AcPd8,-0.34903
628,Ac2Nb2O8,-3.48678
629,AcNb2O6,-3.36904
630,AcNb2O7,-3.20593
631,Ac2Nd2Si6,-0.68474
632,Ac2Nd2Te6,-1.77158
633,Ac2Nd6S12,-2.39189
634,Ac2Ni2,-0.30652
635,Ac4Ni4O12,-2.49243
636,AcNiP,-1.08205
637,AcNiRh,-0.45015
638,Ac4Si4Ni4,-0.67737
639,Ac2Si4Ni2,-0.74984
640,Ac2Si6Ni2,-0.65818
641,AcZnNi,-0.33347
642,Ac2Zn4Ni2,-0.3541
643,AcNi2,-0.32025
644,Ac2Ni4P4,-0.94596
645,Ac2Ni4Sb4,-0.73318
646,Ac2Si4Ni4,-0.75382
647,Ac2Ni4Sn4,-0.56151
648,Ac2Zn2Ni6,-0.27642
649,AcNi5,-0.24495
650,Ac2Np2O8,-3.77241
651,AcNpO5,-3.49467
652,Ac2Np4Se10,-1.78892
653,Ac2P2Os2O2,-2.03308
654,Ac2P2O2,-2.54598
655,Ac2P2Pd2O2,-2.07672
656,Ac2P2Rh2O2,-2.20298
657,Ac2P2Ru2O2,-2.20293
658,Ac2Tc2P2O2,-2.05068
659,Ac2Zn2P2O2,-2.03621
660,Ac2Sb2O2,-2.54095
661,AcPa4O12,-4.0504
662,AcTc4O12,-2.20164
663,RbAcO2,-2.86815
664,Ac4Pd4O12,-2.43139
665,Ac4Rh4O12,-2.58216
666,Ac4Sc4O12,-4.00334
667,Ac4Ti4O12,-3.69103
668,Ac4Tm4O12,-3.99709
669,Ac4V4O12,-3.29103
670,Ac2P2O8,-3.59756
671,AcPaO4,-4.1641
672,Ac2Ru2O8,-2.59312
673,Ac2Sb2O8,-2.83911
674,Ac2Ta2O8,-3.66539
675,Ac2U2O8,-3.89654
676,Ac2V2O8,-3.27883
677,Ac2W2O8,-3.03209
678,Ac2Re2O10,-2.8382
679,AcPt2O6,-1.84871
680,AcRh2O6,-1.96045
681,Ac2Se4O12,-2.08543
682,AcTa2O6,-3.50089
683,AcTa2O7,-3.41343
684,AcS2O8,-2.37137
685,AcPmOs,-0.0113
686,Ac2Si2Os2,-0.64547
687,AcTbOs,-0.08261
688,AcSb12Os4,-0.26701
689,AcP,-1.43582
690,AcPPd,-1.18308
691,AcPPt,-1.29885
692,AcPRh,-1.21632
693,Ac2P2S8,-1.46524
694,AcP2Pd2,-0.97508
695,AcP2Pd5,-0.80346
696,Ac2Pa4S10,-2.16842
697,Ac2Pa4Se10,-1.90249
698,Ac2Pa4Te10,-1.31947
699,Ac4Pd8Pb4,-0.69721
700,AcPt4Pb,-0.67124
701,Ac2Sc2Pb2,-0.50168
702,Ac4Pd4Pb8,-0.54438
703,Ac2Rh2Pb4,-0.47666
704,AcTlPb2,-0.33714
705,AcPb3,-0.32247
706,AcRh4Pb6,-0.23729
707,AcPd,-0.70339
708,AcSbPd,-1.07844
709,AcSiPd,-0.88899
710,AcSnPd,-0.92831
711,Ac2Sn4Pd2,-0.84457
712,AcZnPd,-0.6573
713,Ac2Zn4Pd2,-0.56727
714,Ac2Sb4Pd4,-0.90896
715,AcSi2Pd2,-0.90971
716,AcSnPd2,-0.90246
717,AcSn2Pd2,-0.83408
718,SrAcPd2,-0.71137
719,AcTe2Pd2,-1.03554
720,Ac4Zn4Pd8,-0.71291
721,AcPd3,-0.63362
722,Ac2Si2Pd6,-0.85691
723,AcTlPd4,-0.54979
724,AcPd5,-0.56144
725,AcPmRu,-0.15404
726,Ac2Pm2Si6,-0.67927
727,AcPmSi4,-0.59461
728,Ac2Pm6S12,-2.42415
729,Ac2Pm6Se12,-2.2175
730,Ac2Pm6Te12,-1.71356
731,AcPrRu,-0.15238
732,Ac2Pr2Si6,-0.67692
733,AcPt,-1.00517
734,AcPtRh,-0.76506
735,Ac2Sb2Pt2,-1.13136
736,AcSiPt,-1.10557
737,AcSi2Pt,-0.88182
738,AcSnPt,-1.03702
739,Ac4Sn8Pt4,-0.8783
740,AcYbPt,-0.84113
741,AcZnPt,-0.83007
742,AcPt2,-1.01773
743,Ac2Sb4Pt4,-0.91821
744,Ac2Si4Pt4,-1.02482
745,Ac2Sn4Pt4,-0.9226
746,AcYbPt2,-1.04443
747,AcZn2Pt2,-0.8029
748,SrAcPt4,-0.9154
749,AcTlPt4,-0.62859
750,AcPt5,-0.66968
751,AcSi2Pt5,-0.93476
752,Ac2Pu2Si2,-0.37455
753,AcPuTe2,-1.55032
754,RbAcS2,-2.09691
755,RbAcSe2,-2.0301
756,RbAcTe2,-1.65909
757,Ac2Rh2,-0.64946
758,AcSbRh,-1.01306
759,Ac4Si4Rh4,-0.93946
760,AcSi3Rh,-0.81066
761,Ac4Sn4Rh4,-0.85737
762,Ac4Sn8Rh4,-0.84577
763,Sr2Ac2Rh2,-0.37231
764,AcTeRh,-1.07116
765,Ac2Tl4Rh2,-0.40092
766,AcYbRh,-0.51482
767,Ac4Zn4Rh4,-0.57221
768,Ac2Zn4Rh2,-0.53312
769,Ac2Rh4,-0.60182
770,Ac2Sb4Rh4,-0.90789
771,Ac2Si4Rh4,-1.04571
772,Ac2Zn4Rh4,-0.53222
773,Ac3Rh9,-0.52301
774,SrAcRh4,-0.46435
775,AcSi2Rh5,-0.90864
776,AcSn4Rh6,-0.6541
777,Ac2Si2Ru2,-0.75955
