,composition,Formation Energy (eV/atom)
4145,Sr4Tb4Ag4Se12,-1.52961
4146,Sr4Tm4Ag4Se12,-1.51225
4147,Sr4Y4Ag4Se12,-1.52869
4148,Th2Tl2Ag2Se6,-1.06497
4149,U2Tl2Ag2Se6,-0.7606
4150,Zr2Tl2Ag2Se6,-0.82674
4151,Tl4V2Ag2Se8,-0.50469
4152,Sm3Si3Ag3,-0.58604
4153,Tb3Si3Ag3,-0.60595
4154,Tm3Si3Ag3,-0.58884
4155,Y3Si3Ag3,-0.61544
4156,Yb2Si2Ag2,-0.47204
4157,Sm2Si4Ag2,-0.5078
4158,SrZnSi2Ag,-0.31886
4159,Th2Si4Ag2,-0.50784
4160,YbZnSi2Ag,-0.35716
4161,Yb2Sm2Si6Ag2,-0.56091
4162,Sm4Si6Ag2,-0.63643
4163,Sr4Si6Ag2,-0.465
4164,Tb4Si6Ag2,-0.60744
4165,Th4Si6Ag2,-0.60207
4166,Y4Si6Ag2,-0.60702
4167,Yb4Si6Ag2,-0.48394
4168,SmAg,-0.2943
4169,Sm2Ag2Sn2,-0.63384
4170,Sr4Sm4Ag4Te12,-1.23854
4171,Sm3Tl3Ag3,-0.32098
4172,Sm4Zn8Ag4,-0.35439
4173,Sm3Zn2Ag,-0.32408
4174,SrAgSn,-0.49814
4175,Tb2Ag2Sn2,-0.61566
4176,AgSnTe2,-0.14536
4177,Th2Ag2Sn2,-0.42348
4178,Tm2Ag2Sn2,-0.55593
4179,Y2Ag2Sn2,-0.61906
4180,Yb6Ag6Sn6,-0.57864
4181,Yb2AgSn,-0.59395
4182,Sr2Ag2Sn4,-0.4364
4183,Ag2Sn8,0.02398
4184,Sr8Ag8,-0.32366
4185,Sr4Tb4Ag4Te12,-1.22851
4186,Sr4Tm4Ag4Te12,-1.20338
4187,Sr4Y4Ag4Te12,-1.23433
4188,Sr2Zn2Ag2,-0.28412
4189,Sr2ZnAg,-0.27151
4190,Tb2Ag2Te4,-0.93882
4191,Tb4Zn8Ag4,-0.3593
4192,Th8Tc2Ag2,-0.11166
4193,Tm2TcAg,-0.18263
4194,Ti3Tc2Ag,-0.49451
4195,Zr3Tc2Ag,-0.34378
4196,Ti5Tc4Ag,-0.51373
4197,Ag16Te16,-0.04118
4198,Tl4Ag4Te4,-0.22984
4199,Tl12Ag4Te8,-0.27421
4200,Tm2Ag2Te4,-0.89471
4201,Y2Ag2Te4,-0.94608
4202,Y24Ag4Te8,-0.69642
4203,Th2Tl2Ag2Te6,-0.788
4204,U2Tl2Ag2Te6,-0.48728
4205,Zr2Tl2Ag2Te6,-0.58169
4206,V6AgTe6,-0.30563
4207,Ti2Ag2,-0.10668
4208,Ti2Ag,-0.11886
4209,Tm2TlAg,-0.3323
4210,Y12Tl6Ag6,-0.3863
4211,TmAg,-0.34611
4212,Tm3Zn2Ag,-0.35958
4213,YAg,-0.35002
4214,Y3Zn2Ag,-0.36942
4215,Yb4Ag4,-0.4304
4216,Yb4Zn4Ag4,-0.40477
4217,Yb8Ag4,-0.34052
4218,ZnAg,-0.05232
4219,Zn8Ag4,-0.05042
4220,Zn6Ag2,-0.04044
4221,Zn5Ag,-0.02687
4222,Zr2Ag2,-0.12513
4223,Zr2Ag,-0.1134
4224,Ag40Te16Br12,-0.18475
4225,CdAg124,-0.00563
4226,GaAg124,-0.00423
4227,Ag124Ge,-0.00074
4228,Ag124Hg,0.00586
4229,InAg124,0.00393
4230,Ag124Sn,0.00535
4231,ZnAg124,-0.00464
4232,Ag30P8S32Cl6,-0.24115
4233,Ca6Ag16N,-0.31215
4234,Mg54Ag17,-0.12029
4235,Al3Ag6,-0.10067
4236,Li2MgAlAg2Au2,-0.43346
4237,Li2AlZnAg2Au2,-0.3925
4238,CeAlAg2Ge,-0.42668
4239,CeAlSiAg2,-0.41991
4240,LiAlAg2F6,-2.49217
4241,Li4AlGaAg2,-0.28662
4242,AlGaAg2Te4,-0.3347
4243,Li2Sc2AlInAg2,-0.32043
4244,AlInAg2Se4,-0.53525
4245,Li4Al4Ag8,-0.26301
4246,Li4AlZnAg2,-0.24853
4247,Mg6Al6Ag12,-0.18808
4248,NdAlSiAg2,-0.41301
4249,Pm3AlAg2,-0.3359
4250,PrAlSiAg2,-0.4133
4251,Sc6Al6Ag12,-0.34328
4252,Sc3AlAg2,-0.35753
4253,Al4Ag4Bi4S6Cl16,-0.9864
4254,Ce2Al4Ag4,-0.3763
4255,La2Al4Ag4,-0.40434
4256,Na2Al4Ag4,-0.13023
4257,Pr2Al4Ag4,-0.38242
4258,DyHo2Al3CuAg2,-0.44845
4259,Dy2HoAl3CuAg2,-0.44787
4260,Dy2TmAl3CuAg2,-0.44642
4261,ErTm2Al3CuAg2,-0.44433
4262,HoEr2Al3CuAg2,-0.44768
4263,Er2LuAl3CuAg2,-0.44496
4264,HoTm2Al3CuAg2,-0.44457
4265,Ho2TmAl3CuAg2,-0.44691
4266,SrAl3Ag2,-0.28318
4267,EuAl5Ag2,-0.26653
4268,YbAl5Ag2,-0.25243
4269,CaDy2Al7Ag2,-0.43067
4270,CaEr2Al7Ag2,-0.41619
4271,CaGd2Al7Ag2,-0.43956
4272,CaHo2Al7Ag2,-0.42516
4273,CaLu2Al7Ag2,-0.4052
4274,CaNd2Al7Ag2,-0.42547
4275,CaSm2Al7Ag2,-0.43193
4276,CaTb2Al7Ag2,-0.43185
4277,CaTm2Al7Ag2,-0.4161
4278,CaY2Al7Ag2,-0.43322
4279,Ca2EuAl7Ag2,-0.34512
4280,Ca2LaAl7Ag2,-0.38388
4281,SrCa2Al7Ag2,-0.32599
4282,Ca3Al7Ag2,-0.33187
4283,CeDy2Al7Ag2,-0.47739
4284,CeEr2Al7Ag2,-0.466
4285,CeGd2Al7Ag2,-0.48246
4286,CeHo2Al7Ag2,-0.47339
4287,CeLu2Al7Ag2,-0.45281
4288,CeNd2Al7Ag2,-0.47176
4289,CePr2Al7Ag2,-0.468
4290,CeSm2Al7Ag2,-0.47935
4291,CeTb2Al7Ag2,-0.48
4292,CeTm2Al7Ag2,-0.46255
4293,CeY2Al7Ag2,-0.48078
4294,Ce2EuAl7Ag2,-0.47617
4295,LaCe2Al7Ag2,-0.51038
4296,SrCe2Al7Ag2,-0.45036
4297,Ce3Al7Ag2,-0.49788
4298,DyEr2Al7Ag2,-0.45875
4299,DyHo2Al7Ag2,-0.46532
4300,DyLu2Al7Ag2,-0.4464
4301,DyTm2Al7Ag2,-0.4555
4302,DyY2Al7Ag2,-0.47092
4303,EuDy2Al7Ag2,-0.44465
4304,GdDy2Al7Ag2,-0.47607
4305,LaDy2Al7Ag2,-0.48574
4306,NdDy2Al7Ag2,-0.48165
4307,PrDy2Al7Ag2,-0.48118
4308,SmDy2Al7Ag2,-0.48011
4309,SrDy2Al7Ag2,-0.4221
4310,TbDy2Al7Ag2,-0.47235
4311,Dy2YAl7Ag2,-0.47329
4312,Dy3Al7Ag2,-0.46866
4313,ErLu2Al7Ag2,-0.43762
4314,ErTm2Al7Ag2,-0.44651
4315,EuEr2Al7Ag2,-0.42864
4316,GdEr2Al7Ag2,-0.46519
4317,HoEr2Al7Ag2,-0.4539
4318,LaEr2Al7Ag2,-0.47434
4319,NdEr2Al7Ag2,-0.47088
4320,PrEr2Al7Ag2,-0.4703
4321,SmEr2Al7Ag2,-0.46959
4322,SrEr2Al7Ag2,-0.40672
4323,TbEr2Al7Ag2,-0.46249
4324,YEr2Al7Ag2,-0.46286
4325,Er3Al7Ag2,-0.4503
4326,EuGd2Al7Ag2,-0.45279
4327,EuHo2Al7Ag2,-0.43879
4328,La2EuAl7Ag2,-0.44622
4329,EuLu2Al7Ag2,-0.41731
4330,Nd2EuAl7Ag2,-0.443
4331,Pr2EuAl7Ag2,-0.44042
4332,Sm2EuAl7Ag2,-0.44805
4333,EuTb2Al7Ag2,-0.44709
4334,EuTm2Al7Ag2,-0.42832
4335,EuY2Al7Ag2,-0.44735
4336,SrEu2Al7Ag2,-0.37242
4337,Eu3Al7Ag2,-0.39393
4338,GdHo2Al7Ag2,-0.47217
4339,GdLu2Al7Ag2,-0.45261
4340,GdTb2Al7Ag2,-0.47829
4341,GdTm2Al7Ag2,-0.46233
4342,GdY2Al7Ag2,-0.47905
4343,LaGd2Al7Ag2,-0.49147
4344,NdGd2Al7Ag2,-0.48626
4345,PrGd2Al7Ag2,-0.48569
4346,SmGd2Al7Ag2,-0.4847
4347,SrGd2Al7Ag2,-0.43049
4348,Gd3Al7Ag2,-0.48339
4349,HoLu2Al7Ag2,-0.44153
4350,HoTm2Al7Ag2,-0.45049
4351,LaHo2Al7Ag2,-0.48214
4352,NdHo2Al7Ag2,-0.47785
4353,PrHo2Al7Ag2,-0.47764
4354,SmHo2Al7Ag2,-0.4766
4355,SrHo2Al7Ag2,-0.4166
4356,TbHo2Al7Ag2,-0.46907
4357,YHo2Al7Ag2,-0.46962
4358,Ho3Al7Ag2,-0.46011
4359,LaLu2Al7Ag2,-0.46024
4360,LaNd2Al7Ag2,-0.48327
4361,LaPr2Al7Ag2,-0.48021
4362,LaSm2Al7Ag2,-0.48967
4363,LaTb2Al7Ag2,-0.48927
4364,LaTm2Al7Ag2,-0.47025
4365,LaY2Al7Ag2,-0.4891
4366,SrLa2Al7Ag2,-0.42283
4367,La3Al7Ag2,-0.48201
4368,NdLu2Al7Ag2,-0.45729
4369,PrLu2Al7Ag2,-0.45635
4370,SmLu2Al7Ag2,-0.45654
4371,SrLu2Al7Ag2,-0.39508
4372,TbLu2Al7Ag2,-0.44995
4373,TmLu2Al7Ag2,-0.43024
4374,YLu2Al7Ag2,-0.45045
4375,Lu3Al7Ag2,-0.4182
4376,NdSm2Al7Ag2,-0.48335
4377,NdTb2Al7Ag2,-0.48449
4378,NdTm2Al7Ag2,-0.46714
4379,NdY2Al7Ag2,-0.48401
4380,PrNd2Al7Ag2,-0.47655
4381,SrNd2Al7Ag2,-0.42055
4382,Nd3Al7Ag2,-0.47575
4383,Pm3Al7Ag2,-0.47629
4384,PrSm2Al7Ag2,-0.48374
4385,PrTb2Al7Ag2,-0.48422
4386,PrTm2Al7Ag2,-0.46601
4387,PrY2Al7Ag2,-0.48362
4388,SrPr2Al7Ag2,-0.41815
4389,Pr3Al7Ag2,-0.47281
4390,SmTb2Al7Ag2,-0.48266
4391,SmTm2Al7Ag2,-0.46603
4392,SmY2Al7Ag2,-0.4823
4393,SrSm2Al7Ag2,-0.4254
4394,Sm3Al7Ag2,-0.48073
4395,SrTb2Al7Ag2,-0.42392
4396,SrTm2Al7Ag2,-0.40624
4397,SrY2Al7Ag2,-0.42511
4398,TbTm2Al7Ag2,-0.45883
4399,TbY2Al7Ag2,-0.47422
4400,Tb3Al7Ag2,-0.47462
4401,Th3Al7Ag2,-0.40573
4402,YTm2Al7Ag2,-0.45973
4403,Tm3Al7Ag2,-0.43904
4404,Y3Al7Ag2,-0.47538
4405,Yb3Al7Ag2,-0.36027
4406,Ba2Ag4Bi2As2,-0.49781
4407,Cs4Ag2BiAs,-0.35674
4408,Cs4Ag8As4S12,-0.45557
4409,Cs4Ag2AsP,-0.35509
4410,Cs4Ag2SbAs,-0.38959
4411,KAg2AsO4,-1.06826
4412,K4Ag8As4S12,-0.42939
4413,KAg2AsS4,-0.29465
4414,K4Ag2AsP,-0.40543
4415,Na4Ag2AsP,-0.38668
4416,RbAg2AsO4,-1.02461
4417,TlAg2AsO4,0.60463
4418,Rb4Ag2AsP,-0.36073
4419,Rb4Ag8As4S12,-0.42789
4420,RbAg2AsS4,-0.37352
4421,Ag16As8S16,-0.09607
4422,BaAg2As2,-0.52888
4423,BaEuAg2As2,-0.81624
4424,SrEuAg2As2,-0.79811
4425,K20Ag8As12Se36,-0.65055
4426,Rb4Ag8As12Se24,-0.30382
4427,Cs3Ag2As4HO14,-1.2497
4428,K3Ag2As4HO14,-1.24825
4429,Rb3Ag2As4HO14,-1.25176
4430,CdAg2Au,-0.12039
4431,CsAg2AuS2,-0.48008
4432,Er3Ag2Au,-0.52043
4433,Mg2Sc2TlAg2Au,-0.37877
4434,Tm3Ag2Au,-0.53099
4435,Li2InAg2SnAu2,-0.34762
4436,Li2ZnAg2SnAu2,-0.34415
4437,Ag4Au6,-0.05154
4438,Ag2Pd3Au3,-0.09999
4439,Ag2Pd4Au3,-0.08708
4440,Ag8B32O52,-2.17028
4441,Ba2Ag4,-0.30183
4442,Ba2Ag4Bi2Sb2,-0.50001
4443,Ba2Ag4Bi4,-0.43069
4444,BaSrAg2Bi2,-0.64887
4445,BaCd2Ag2,-0.24971
4446,BaEuAg2P2,-0.76509
4447,BaEuAg2Sb2,-0.78067
4448,BaAg2GeS4,-0.79286
4449,BaAg2GeSe4,-0.73531
4450,BaAg2Ge2,-0.3546
4451,BaMg2Ag2,-0.23729
4452,Ba2Ag4O8,-0.96749
4453,BaSrAg2P2,-0.75819
4454,BaAg2Pd3,-0.34326
4455,BaAg2S2,-0.88504
4456,BaSiAg2S4,-0.91768
4457,BaAg2SnS4,-0.78362
4458,Ba2Ag4Sb4,-0.52169
4459,Ba4Ag8Se8,-0.85346
4460,BaSiAg2Se4,-0.80241
4461,BaAg2SnSe4,-0.74927
4462,BaSiAg2Te4,-0.5516
4463,BaAg2Sn2,-0.41775
4464,Ba4Ag8Te8,-0.81046
4465,Ba4Li2Ag4,-0.2624
4466,Ba4Na2Ag4,-0.23294
4467,Ba4Sr2Ag4,-0.26699
4468,Ba6Ag4,-0.27026
4469,Ba12Ag4Rh2,-0.2534
4470,K4Ag2BiSb,-0.39565
4471,CaEuAg2Bi2,-0.58144
4472,CaYbAg2Bi2,-0.58494
4473,LaCeAg2Bi2Sb2,-0.67913
4474,CeNdAg2Bi2Sb2,-0.64371
4475,CePrAg2Bi2Sb2,-0.64574
4476,CeSmAg2Bi2Sb2,-0.63548
4477,YbEuAg2Bi2,-0.6005
4478,PrGdAg2Bi2Sb2,-0.61027
4479,LaNdAg2Bi2Sb2,-0.66297
4480,LaPrAg2Bi2Sb2,-0.66508
4481,PrNdAg2Bi2Sb2,-0.62744
4482,Ag2Bi2SeSO2,-0.66217
4483,CeGdAg2Bi4,-0.53182
4484,CeHoAg2Bi4,-0.49557
4485,LaCeAg2Bi4,-0.58366
4486,CeNdAg2Bi4,-0.54983
4487,CePrAg2Bi4,-0.55236
4488,CeSmAg2Bi4,-0.53904
4489,CeTbAg2Bi4,-0.51333
4490,DyErAg2Bi4,-0.4233
4491,GdDyAg2Bi4,-0.4779
4492,DyHoAg2Bi4,-0.43933
4493,NdDyAg2Bi4,-0.49315
4494,PrDyAg2Bi4,-0.49563
4495,SmDyAg2Bi4,-0.48194
4496,TbDyAg2Bi4,-0.45649
4497,HoErAg2Bi4,-0.41201
4498,NdErAg2Bi4,-0.46437
4499,YErAg2Bi4,-0.42934
4500,GdHoAg2Bi4,-0.46538
4501,NdGdAg2Bi4,-0.51891
4502,PrGdAg2Bi4,-0.52158
4503,SmGdAg2Bi4,-0.5079
4504,GdTbAg2Bi4,-0.48322
4505,GdYAg2Bi4,-0.48513
4506,NdHoAg2Bi4,-0.48084
4507,SmHoAg2Bi4,-0.46968
4508,TbHoAg2Bi4,-0.44464
4509,PrNdAg2Bi4,-0.5382
4510,NdTbAg2Bi4,-0.49817
4511,NdYAg2Bi4,-0.49985
4512,PrTbAg2Bi4,-0.50077
4513,PrYAg2Bi4,-0.50241
4514,SmTbAg2Bi4,-0.48693
4515,SmYAg2Bi4,-0.48886
4516,TbYAg2Bi4,-0.46278
4517,Ag4Br2Cl4,-0.37183
4518,Ag4H4Br2O2F2,-0.90899
4519,Ag4Hg4S4I2Br2,-0.26639
4520,Ag2HgI2Br2,-0.36532
4521,Ag4Hg2S2Br4,-0.32765
4522,Ag4Hg2Se2Br4,-0.33896
4523,Cs2Ag4Br6,-0.88456
4524,Ag2HgIBr3,-0.3988
4525,Ag2HgBr4,-0.43223
4526,ZnAg2Br4,-0.62348
4527,Cs3Ag2Br6,-1.18865
4528,Ag4Pd2Br12,-0.33135
4529,Ag4Pt2Br12,-0.34793
4530,Rb3Ag2Br6,-1.15109
4531,Ag4C2O6,-0.78992
4532,Ca2Ag4,-0.30347
4533,CaCeAg2,-0.27224
4534,CaEuIn4Ag2,-0.38871
4535,Ca2Eu4Ag4,-0.28549
4536,CaAg2F8,-1.94687
4537,CaAg2Ge2,-0.31559
4538,CaLaAg2,-0.32116
4539,Ca2V8Ag4O24,-1.46483
4540,CaSi2Ag2,-0.29733
4541,Sr4Ca2Ag4,-0.27905
4542,Ca2Yb4Ag4,-0.34605
4543,Li3Ca2Ag2,-0.219
4544,Ca4Ag4Sn2,-0.46953
4545,Ca6Ag4,-0.2968
4546,Ca3Ga9Ag2,-0.39092
4547,Ca10Cd2Ag4,-0.30532
4548,Dy2Cd2Ag4,-0.30663
4549,Er2Cd2Ag4,-0.29715
4550,GdCdAg2,-0.29139
4551,Cd4Ag8Ge4S16,-0.35924
4552,Cd2Ag4Ge2Se8,-0.31937
4553,CdAg2GeTe4,-0.19351
4554,Ho2Cd2Ag4,-0.30252
4555,CdAg2I4,-0.42196
4556,Li2Cd2Ag4,-0.20513
4557,LuCdAg2,-0.27703
4558,MgCdAg2,-0.17464
4559,Mg3CdAg2,-0.19253
4560,Nd3CdAg2,-0.29463
4561,Cd2Ag4P4S12,-0.30372
4562,PmCdAg2,-0.28925
4563,CdSiAg2S4,-0.27916
4564,Cd2Ag4Sn2S8,-0.36483
4565,Sc4Cd4Ag8,-0.26471
4566,Cd2Ag4Sn2Se8,-0.35221
4567,CdSiAg2Te4,-0.09715
4568,SmCdAg2,-0.28971
4569,CdAg2SnTe4,-0.13969
4570,Tb2Cd2Ag4,-0.30488
4571,ThCdAg2,-0.1454
4572,Tm2Cd2Ag4,-0.29833
4573,Y2Cd2Ag4,-0.31409
4574,Dy3Cd3CuAg2,-0.31296
4575,Gd3Cd3CuAg2,-0.31816
4576,K2Cd3Ag2,-0.09648
4577,Rb2Cd6Ag4,-0.06597
4578,Rb2Cd3Ag2,-0.0577
4579,Y3ZnCd3Ag2,-0.34923
4580,Ce2Ag4,-0.2586
4581,CeDyAg2Pb2,-0.42981
4582,CeDyAg2Sn2,-0.59894
4583,CeErAg2Pb2,-0.41106
4584,CeGdAg2Pb2,-0.44806
4585,CeGdAg2Sn2,-0.61255
4586,CeSiAg2Ge,-0.44485
4587,CeAg2Ge2,-0.44322
4588,CeHoAg2Pb2,-0.42104
4589,CeHoAg2Sn2,-0.59214
4590,CeInAg2,-0.36527
4591,Li2CeYIn2Ag2,-0.40074
4592,LaCeAg2Se2O2,-2.02343
4593,LaCeAg2Te2O2,-1.91966
4594,LaCeAg2Pb2,-0.47962
4595,LaCeAg2Sb4,-0.74887
4596,LaCeSi4Ag2,-0.566
4597,CeLuAg2Sn2,-0.55725
4598,Ce2Nd2Ag4,-0.21616
4599,CeNdAg2Pb2,-0.46021
4600,CeNdAg2Sb4,-0.71473
4601,CePrAg2Te2O2,-1.86323
4602,CePuAg2Se2O2,-1.76069
4603,CePrAg2Pb2,-0.46197
4604,CeSmAg2Pb2,-0.45342
4605,CeTbAg2Pb2,-0.43788
4606,CeTmAg2Pb2,-0.39961
4607,CeYAg2Pb2,-0.43937
4608,Ce2Pr2Ag4,-0.21196
4609,CePrAg2Sb4,-0.71506
4610,CePrSi4Ag2,-0.54716
4611,CeSi2Ag2,-0.46089
4612,CeTbAg2Sn2,-0.60663
4613,CeYAg2Sn2,-0.60685
4614,YbCeAg2,-0.33946
4615,Ce2Ag2SnPb,-0.51421
4616,Ce2Zn15Ag2,-0.26242
4617,Ag2Cl13,-0.11846
4618,Ag4Hg2S2Cl4,-0.38768
4619,Ag4Cl6,-0.39162
4620,ZnAg2Cl4,-0.76494
4621,Rb2Ag2Cl5,-1.14233
4622,Cs3Ag2Cl6,-1.32562
4623,Cu2Ag4Cl12,-0.41329
4624,Ni2Ag4Cl12,-0.37098
4625,Np2Ag4Cl12,-1.13822
4626,Ag4Pd2Cl12,-0.45875
4627,Ag2PtCl6,-0.37507
4628,Pu2Ag4Cl12,-1.15169
4629,Rb3Ag2Cl6,-1.29649
4630,Ag4Ru2Cl12,-0.48974
4631,Ag4Sn2Cl12,-0.73421
4632,CrCoAg2O4,-0.59926
4633,NaCoAg2F6,-1.6309
4634,Cs4Cr2Ag4S8,-0.73809
4635,Cr2Ag4F12,-1.73089
4636,LiCrAg2F6,-2.00552
4637,CsCuAg2S2,-0.50488
4638,CsCuAg2Se2,-0.47468
4639,Cs2Ag4F14,-1.57585
4640,CsKAg2Te2,-0.66892
4641,Cs2Nb2Ag4Se8,-0.72018
4642,CsRbZrAg2Te4,-0.80659
4643,Cs4Ag4Ge2S8,-0.71474
4644,Cs4Hf2Ag4S8,-1.08414
4645,Cs2HfAg2Se4,-1.02083
4646,Cs2HfAg2Te4,-0.81196
4647,Cs4Ag4Se2S2,-0.75684
4648,Cs4Ti2Ag4S8,-1.03605
4649,Cs4Zr2Ag4S8,-1.06702
4650,Cs2TiAg2Se4,-0.97584
4651,Cs2ZrAg2Se4,-1.01765
4652,Cs2TiAg2Te4,-0.77403
4653,Cs2VAg2Te4,-0.60555
4654,Cs2ZrAg2Te4,-0.81859
4655,Cs3Ag2P4HO14,-1.87387
4656,DyEr2In3CuAg2,-0.41768
4657,DyHo2In3CuAg2,-0.4242
4658,DyLu2In3CuAg2,-0.40071
4659,Tb2DyIn3CuAg2,-0.42956
4660,DyTm2In3CuAg2,-0.41278
4661,Dy2ErIn3CuAg2,-0.42272
4662,Dy2HoIn3CuAg2,-0.42614
4663,Dy2LuIn3CuAg2,-0.41436
4664,TbDy2In3CuAg2,-0.42838
4665,Dy2TmIn3CuAg2,-0.42
4666,Dy3In3CuAg2,-0.42822
4667,Ho2ErIn3CuAg2,-0.41937
4668,ErLu2In3CuAg2,-0.39725
4669,Tb2ErIn3CuAg2,-0.42475
4670,ErTm2In3CuAg2,-0.40746
4671,HoEr2In3CuAg2,-0.41728
4672,Er2LuIn3CuAg2,-0.40611
4673,TbEr2In3CuAg2,-0.41801
4674,Er2TmIn3CuAg2,-0.41053
4675,Er3In3CuAg2,-0.41382
4676,Cu2Ag4F12,-1.39658
4677,HoLu2In3CuAg2,-0.40022
4678,Tb2HoIn3CuAg2,-0.42774
4679,HoTm2In3CuAg2,-0.41081
4680,Ho2LuIn3CuAg2,-0.41129
4681,TbHo2In3CuAg2,-0.42516
4682,Ho2TmIn3CuAg2,-0.41743
4683,Ho3In3CuAg2,-0.42233
4684,Tm2LuIn3CuAg2,-0.39951
4685,TmLu2In3CuAg2,-0.39401
4686,Sm3In3CuAg2,-0.42964
4687,TbTm2In3CuAg2,-0.41363
4688,Tb3In3CuAg2,-0.43013
4689,Tm3In3CuAg2,-0.40474
4690,Y3Mg3CuAg2,-0.26342
4691,Pm2Cu2Ag4,-0.23548
4692,CuAg2Pt3,-0.09325
4693,Dy2Ag4,-0.33079
4694,DyErGa2Ag2,-0.49502
4695,DyErAg2Pb2,-0.40032
4696,DyErAg2S4,-1.34511
4697,DyErAg2Sb4,-0.60324
4698,DyErAg2Se4,-1.22405
4699,DyErAg2Sn2,-0.58845
4700,DyErAg2Te4,-0.92395
4701,DyEr2In3NiAg2,-0.45551
4702,GdDyGa2Ag2,-0.50462
4703,DyHoGa2Ag2,-0.49987
4704,TbDyGa2Ag2,-0.50689
4705,DyTmGa2Ag2,-0.49393
4706,DyYGa2Ag2,-0.51161
4707,GdDyAg2Pb2,-0.43514
4708,GdDyAg2S4,-1.35512
4709,GdDyAg2Sb4,-0.64977
4710,GdDyAg2Se4,-1.24419
4711,GdDyAg2Sn2,-0.6135
4712,GdDyAg2Te4,-0.95324
4713,DyHoAg2Pb2,-0.4112
4714,DyHoAg2Sb4,-0.61894
4715,DyHoAg2Se4,-1.22906
4716,DyHoAg2Sn2,-0.59693
4717,DyHoAg2Te4,-0.92896
4718,DyHo2In3NiAg2,-0.45917
4719,DyInAg2,-0.37966
4720,DyLuAg2Pb2,-0.37197
4721,DyLuAg2Sn2,-0.56197
4722,Dy2Mg2Ag4,-0.32083
4723,NdDyAg2,-0.30059
4724,NdDyAg2Sb4,-0.65941
4725,NdDyAg2Sn2,-0.61772
4726,PrDyAg2Pb2,-0.44664
4727,SmDyAg2Pb2,-0.4399
4728,TbDyAg2Pb2,-0.42604
4729,DyTmAg2Pb2,-0.3908
4730,DyYAg2Pb2,-0.42954
4731,PmDyAg2,-0.31269
4732,PrDyAg2Sn2,-0.61572
4733,TbDyAg2S4,-1.35112
4734,TbDyAg2Sb4,-0.63342
4735,DyTmAg2Sb4,-0.60095
4736,DyYAg2Sb4,-0.63317
4737,TbDyAg2Se4,-1.23413
4738,DyTmAg2Se4,-1.21908
4739,DyYAg2Se4,-1.23433
4740,DySi2Ag2,-0.39568
4741,SmDyAg2Sn2,-0.61779
4742,TbDyAg2Sn2,-0.60981
4743,DyTmAg2Sn2,-0.5793
4744,DyYAg2Sn2,-0.6109
4745,TbDyAg2Te4,-0.93824
4746,DyTmAg2Te4,-0.91626
4747,DyYAg2Te4,-0.94201
4748,Dy2HoIn3NiAg2,-0.46045
4749,TbDy2In3NiAg2,-0.46203
4750,Dy2Ag2SnPb,-0.51191
4751,Dy2Zn15Ag2,-0.24045
4752,Dy3Ga4Ag2,-0.54956
4753,Dy3In3NiAg2,-0.46122
4754,Er2Ag4,-0.33876
4755,HoErGa2Ag2,-0.49492
4756,ErLuGa2Ag2,-0.4769
4757,TbErGa2Ag2,-0.49939
4758,ErTmGa2Ag2,-0.48742
4759,YErGa2Ag2,-0.50365
4760,GdErAg2Pb2,-0.41446
4761,GdErAg2S4,-1.34971
4762,GdErAg2Sb4,-0.6229
4763,GdErAg2Se4,-1.23561
4764,GdErAg2Sn2,-0.59696
4765,GdErAg2Te4,-0.94073
4766,HoErAg2Pb2,-0.39209
4767,HoErAg2Sb4,-0.59262
4768,HoErAg2Se4,-1.22058
4769,HoErAg2Sn2,-0.58303
4770,HoErAg2Te4,-0.91688
4771,ErInAg2,-0.37038
4772,ErLu2In3NiAg2,-0.43975
4773,ErTm2In3NiAg2,-0.44631
4774,ErLuAg2Pb2,-0.35236
4775,NdErAg2,-0.30149
4776,PrErAg2Pb2,-0.42385
4777,TbErAg2Pb2,-0.40751
4778,ErTmAg2Pb2,-0.37118
4779,Er2Ag4Pd2,-0.53579
4780,PmErAg2,-0.31634
4781,PrErAg2Sn2,-0.59814
4782,TbErAg2S4,-1.34588
4783,TbErAg2Sb4,-0.60688
4784,ErTmAg2Sb4,-0.57458
4785,TbErAg2Se4,-1.22541
4786,ErTmAg2Se4,-1.21056
4787,YErAg2Se4,-1.22575
4788,ErSi2Ag2,-0.35289
4789,SmErAg2Sn2,-0.60191
4790,TbErAg2Sn2,-0.59553
4791,YErAg2Sn2,-0.59553
4792,ErTmAg2Te4,-0.90408
4793,YErAg2Te4,-0.92953
4794,HoEr2In3NiAg2,-0.45604
4795,Er2LuIn3NiAg2,-0.44777
4796,Er2Ag2SnPb,-0.47949
4797,Er2Zn15Ag2,-0.22721
4798,Er3Ga4Ag2,-0.53723
4799,Er3In3NiAg2,-0.45557
4800,Eu2Ag4,-0.30767
4801,Eu2Ag4Ge2S8,-0.72698
4802,EuAg2Ge2,-0.37486
4803,NaEuIn4Ag2,-0.27105
4804,YbEuIn4Ag2,-0.40007
4805,KEuAg2Te4,-0.72499
4806,EuLuAg2Sn2,-0.53375
4807,Eu2Ag4O8,-1.09562
4808,SrEuAg2P2,-0.76484
4809,EuYAg2Pb2,-0.42603
4810,EuAg2S2,-0.87294
4811,EuSiAg2S4,-0.84358
4812,SrEuAg2Sb2,-0.74522
4813,YbEuAg2Sb2,-0.75211
4814,EuSi2Ag2,-0.35683
