,composition,Formation Energy (eV/atom)
163,AcPmB4,-0.14451
164,AcTaB4,-0.36846
165,AcCo12B6,-0.32643
166,AcB6Ir12,-0.29456
167,AcNi12B6,-0.38151
168,AcB6Rh12,-0.40696
169,BaAcHg4,-0.48788
170,Ba2Ac2Si6,-0.49097
171,Ba2AcCd3,-0.31818
172,Ba2AcHg3,-0.51562
173,Ba2AcIrO6,-2.28571
174,Ba2AcRuO6,-2.35938
175,Ba2AcSbO6,-2.62033
176,Ba4AcCd5,-0.3206
177,Ba4AcHg5,-0.51862
178,Ba5AcS6,-2.07952
179,Ba5AcSe6,-2.02197
180,AcBeGe,-0.49561
181,Ac2Be2Pd6,-0.7038
182,AcBeSi,-0.4299
183,AcBi,-1.00367
184,LiAcBi,-0.72293
185,Ac2Bi2O8,-2.00502
186,AcBiPd,-0.91954
187,AcBiPt,-0.956
188,Ac2Bi2Se2,-1.41952
189,Ac2Sn2Bi2,-0.68546
190,Li2Ac2Bi4,-0.73109
191,Ac2Bi4Pd4,-0.68211
192,Ac2Bi4Rh2,-0.60597
193,AcBi3,-0.52617
194,Ac4Hf4Bi12,-0.49231
195,Ac2Mg6Bi6,-0.43948
196,Ac2Bi6S12,-0.83337
197,Ac2Bi6Se12,-0.79989
198,Ac4Ti4Bi12,-0.4973
199,Ac2Ga2Br2,-1.28582
200,Ac2Ir2Br2,-1.33123
201,Ac2Br2N2,-1.49662
202,Ac2Br2O2,-3.02192
203,Ac2Rh2Br2,-1.30136
204,Ac2Si2Br2,-1.26367
205,Ac2Br6,-2.0961
206,Cs3AcBr6,-1.93308
207,Rb6Ac2Br12,-1.90912
208,Ac2C2F2,-1.98187
209,Ac4C4N8,-0.70425
210,AcRh3C,-0.28409
211,AcC2,-0.07802
212,AcCoC2,-0.14175
213,AcNiC2,-0.13672
214,AcRuC2,-0.0698
215,CaAcCdIn,-0.4293
216,CaAcTlCd,-0.40239
217,CaAcZnGa,-0.38556
218,Ca2Ac2Ga6,-0.56516
219,CaAcInHg,-0.51544
220,CaAcTlHg,-0.49567
221,CaAcHg2,-0.54773
222,CaAcZnIn,-0.37642
223,CaAcMgTl,-0.26218
224,CaAcMg4,-0.09428
225,CaAcPd4,-0.74245
226,CaAcPt2,-1.05456
227,CaAcPt4,-1.00523
228,CaAcRh4,-0.50748
229,Ca2Ac2Si6,-0.53491
230,CaAcZn2,-0.27426
231,Ca4Ac2Ir2,-0.38414
232,Ca4Ac2Rh2,-0.38597
233,Ac2Cd2,-0.29734
234,AcEuCdIn,-0.41261
235,AcEuTlCd,-0.38355
236,AcCdHg2,-0.41833
237,Ac2Cd2In2,-0.44465
238,SrAcCdIn,-0.39863
239,Ac6Mg6Cd6,-0.24426
240,Ac2Cd2P2O2,-1.79301
241,Ac4Cd4Pd8,-0.68843
242,Ac4Cd4Pt4,-0.85435
243,AcCdPt4,-0.78126
244,AcCdSn,-0.53085
245,SrAcTlCd,-0.37734
246,Ac2Tl2Cd2,-0.35293
247,AcCd12,-0.14343
248,Ac2Cd4,-0.34283
249,AcEuCd2,-0.34131
250,Ac2Cd4In2,-0.3781
251,Ac4Mg4Cd8,-0.27224
252,Ac2Cd4Ni2,-0.29701
253,Ac2Cd4Pd2,-0.56682
254,AcCd2Pd4,-0.58285
255,Ac2Cd4Pt2,-0.65752
256,AcCd2Pt2,-0.72791
257,Ac2Cd4Rh2,-0.46471
258,AcZn2Cd2,-0.2908
259,Ac2Cd6,-0.31284
260,AcMg8Cd4,-0.13943
261,Ac2Cd8Pt4,-0.55657
262,AcZn2Cd4,-0.24072
263,AcMg4Cd8,-0.18661
264,AcCeGa4,-0.61346
265,AcCeIr,-0.4102
266,Ac2Ir2Cl2,-1.47969
267,Ac2N2Cl2,-1.66157
268,Ac2Cl2O2,-3.19058
269,AcSeCl,-2.2222
270,Ac2Cl6,-2.49643
271,Cs3AcCl6,-2.20147
272,Rb6Ac2Cl12,-2.18279
273,Ac2Co2Ge4,-0.59197
274,AcCoGe3,-0.55734
275,AcCoH6,-0.44
276,Ac2Co2N6,-0.57236
277,Ac2Co2Si2,-0.591
278,Ac2Ga6Co4,-0.414
279,AcGa5Co2,-0.42536
280,AcCo2Si2,-0.60293
281,Ac2Cr2P2O2,-1.22477
282,Ac4Cr4O12,-2.39387
283,Ac2Cr2O8,-2.04262
284,CsAcF4,-3.83293
285,CsAcO2,-2.54509
286,CsAcS2,-1.87747
287,Cs2Ac2Tb2Te6,-1.29705
288,CsAcTe2,-1.50124
289,Cs6Ac2I12,-1.57406
290,AcCuF6,-2.88841
291,AcGa6Cu,-0.36377
292,Ac3Cu3Ge3,-0.58479
293,Ac2Cu2I2,-0.81317
294,Ac2In8Cu2,-0.30812
295,Ac2Mg4Cu2,-0.14288
296,Ac2Cu2Ni2,-0.25004
297,Ac2Cu2P2O2,-1.76896
298,Ac3Cu3O6,-2.33019
299,Ac4Cu4O12,-2.0575
300,Ac4Cu4Pb4,-0.37598
301,Ac2Cu2Sb4Pd2,-0.70829
302,Ac2Cu2Sb4,-0.68282
303,AcCuSi,-0.52542
304,AcCuSn,-0.49143
305,AcCu2,-0.20904
306,Ac2Ga4Cu4,-0.39328
307,AcCu2Ge2,-0.50308
308,AcCu2P2,-0.70002
309,AcCu2Si2,-0.50395
310,Ac2Zn4Cu6,-0.22399
311,AcCu4F12,-2.22151
312,AcCu5,-0.11724
313,Ac2Dy2Hg2,-0.32789
314,Ac2Dy2Te6,-1.51036
315,Ac2Dy4S8,-2.1239
316,Ac2Dy4Se8,-1.91838
317,Ac2Dy6Se12,-1.93478
318,AcErGa4,-0.61823
319,Ac4Er4O12,-3.55149
320,Ac2Er2Te6,-1.5036
321,Ac2Er2Tl2,-0.26097
322,Ac2Er4S8,-2.11786
323,Ac2Er4Se8,-1.90463
324,Ac2Er6S12,-2.13751
325,Ac2Er6Se12,-1.92495
326,AcEuTlHg,-0.47606
327,AcEuHg2,-0.53779
328,AcEuIr,-0.47036
329,AcEuPd4,-0.75589
330,AcEuPt4,-1.01877
331,AcEuRh,-0.42153
332,AcEuRh4,-0.5275
333,AcEuZn2,-0.27692
334,Ac2Ge2F2,-2.32026
335,Ac2O2F2,-3.92703
336,Ac4P4F4,-2.54637
337,AcSF,-3.13914
338,Ac2Se2F2,-3.09515
339,Ac2Te2F2,-2.859
340,Ac2F6,-4.34628
341,KAcF4,-3.86855
342,RbAcF4,-3.84783
343,Ac2Tl2F8,-3.48891
344,AcFeH6,-0.31536
345,Ac4Fe4O12,-1.99175
346,Ac2Fe2Si2,-0.48213
347,AcFe4Sb12,-0.2209
348,AcGaGe,-0.68128
349,Ac2Ga2I2,-1.08079
350,AcGaIr,-0.67806
351,Ac2Mg2Ga2,-0.38517
352,Ac2Ga2N2,-0.92551
353,AcGaNi2,-0.48204
354,Ac4Ga4O12,-2.71476
355,AcGaPd,-0.79293
356,Ac4Ga4Pd8,-0.83478
357,AcGaPt,-0.97843
358,Ac4Ga4Pt8,-1.038
359,Ac4Ga4Rh4,-0.74108
360,Ac2Ga2Ru2,-0.47458
361,AcGaSi,-0.61351
362,AcGaSn,-0.65096
363,Ac2Ga4,-0.61343
364,AcGa2Hg2,-0.41795
365,Ac4In4Ga8,-0.50357
366,AcGa2Ir2,-0.6874
367,AcGa2Ir3,-0.65355
368,Ac4Mg4Ga8,-0.48015
369,AcMg4Ga2,-0.28636
370,Ac2Nd2Ga4,-0.54971
371,Ac2Ga4Pd4,-0.8091
372,Ac2Ga4Pt4,-0.96969
373,AcGa2Rh3,-0.81644
374,Ac2Ga6,-0.53379
375,Ac2Ga6Ni4,-0.53077
376,Ac2Ga6Pt2,-0.81342
377,Ac2Ga6Ru4,-0.46059
378,AcGa4,-0.47715
379,AcHoGa4,-0.62626
380,LiAcGa4,-0.46963
381,AcGa4Pd6,-0.75046
382,AcPmGa4,-0.65843
383,AcGa4Pt6,-0.79281
384,AcGa5Ir2,-0.57272
385,AcGa5Ni2,-0.50748
386,AcGa5Rh2,-0.6381
387,AcGa6Ir,-0.49099
388,AcGa6Ni,-0.43534
389,AcGa6Pd,-0.5123
390,AcGa6Pt,-0.56277
391,AcGa6Pt4,-0.77579
392,AcGa6Rh,-0.52095
393,AcGdIr,-0.52131
394,Ac2Ge2,-0.69636
395,AcGeIr,-0.7357
396,Li4Ac4Ge4,-0.61453
397,Ac2Mg2Ge2,-0.52865
398,Ac4Ge4N4,-0.84351
399,Ac4Ge4N8,-0.66267
400,NaAcGe,-0.39877
401,AcNi2Ge,-0.52553
402,AcGePd,-0.88967
403,Ac2Ge2Pd6,-0.78925
404,AcPmGe,-0.45038
405,AcGePt,-1.04124
406,Ac2Ge2Rh4,-0.74999
407,Ac2Ge2Ru2,-0.61519
408,Ac4Ge4S12,-1.29178
409,Ac2Si2Ge2,-0.59669
410,AcZnGe,-0.62912
411,AcGe12Pt4,-0.42706
412,AcGe2,-0.60979
413,Ac2Ge4Ir4,-0.73969
414,K4Ac4Ge8,-0.46183
415,Li4Ac4Ge8,-0.64942
416,Na4Ac4Ge8,-0.46232
417,AcNi2Ge2,-0.62259
418,Ac2Ge4Pd4,-0.82471
419,Ac2Ge4Pt2,-0.9094
420,Ac2Ge4Pt4,-0.94218
421,Ac2Ge4Rh2,-0.81936
422,AcGe2Rh2,-0.86018
423,AcGe2Ru2,-0.65208
424,Ac2Tc6Ge4,-0.34688
425,Ac2Zn4Ge4,-0.44881
426,Ac2Hf2Ge6,-0.66281
427,Ac2Nb2Ge6,-0.57886
428,AcNiGe3,-0.58252
429,Ac2Ta2Ge6,-0.51852
430,Ac2Tc2Ge6,-0.45463
431,Ac2Ti2Ge6,-0.66479
432,AcGe4Rh6,-0.72985
433,AcHO,-2.20147
434,Ac4H4O8,-2.576
435,AcHS,-1.54582
436,AcHSe,-1.49882
437,AcTeH,-1.27424
438,AcH2,-0.61751
439,Ac2H4Pt2,-0.72453
440,AcH3,-0.5957
441,Ac2H6Pd6,-0.48564
442,Ac2H8Ir2,-0.58865
443,Ac2Ni2H8,-0.49023
444,Ac2H8Pd2,-0.46829
445,Ac2H8Rh2,-0.54084
446,AcH6Ir,-0.46219
447,AcH7Rh2,-0.36803
448,Ac2Hf2Pt2,-0.81936
449,AcHg,-0.47858
450,Ac2In2Hg2,-0.49297
451,AcMgTlHg,-0.35889
452,NaAcHgPb,-0.43426
453,NaAcSnHg,-0.4849
454,Ac2Ni2Hg2,-0.38899
455,AcHgPd4,-0.61751
456,AcHgPt4,-0.74644
457,Ac2Hg2Rh2,-0.55217
458,Ac2Si2Hg2,-0.52782
459,AcHgTe2,-0.83453
460,Ac2Tl2Hg2,-0.4321
461,AcHg2,-0.47063
462,Ac2In2Hg4,-0.4507
463,AcMgHg2,-0.43217
464,AcMg5Hg2,-0.23488
465,NaAcHg2,-0.38938
466,Ac2Hg4Pd2,-0.58504
467,Ac2Hg4Rh2,-0.46658
468,AcSnHg2,-0.45605
469,SrAcHg2,-0.52966
470,AcYbHg2,-0.57264
471,Ac2Hg6,-0.41714
472,SrAcHg4,-0.48076
473,AcHg5,-0.28666
474,Ac4Ho4O12,-3.53376
475,AcHoOs,-0.06783
476,Ac2Ho2Te6,-1.50798
477,Ac2Ho4S8,-2.12201
478,Ac2Ho4Se8,-1.91253
479,Ac2Ho6S12,-2.13963
480,Ac2Ho6Se12,-1.93111
481,Ac2In2I2,-0.9918
482,Ac2Ir2I2,-1.123
483,Ac2Ni2I2,-0.86563
484,Ac2I2O2,-2.80263
485,Ac2I2O8,-1.61213
486,AcIO6,-1.14704
487,Ac2Rh2I2,-1.09573
488,Ac2Tl2I2,-0.91465
489,Ac2Zn2I2,-0.87417
490,Ac2I6,-1.5751
491,Rb6Ac2I12,-1.53243
492,AcIn,-0.42733
493,Ac4In4Ir4,-0.60411
494,Li2AcIn,-0.26013
495,Ac2Mg2In2,-0.35475
496,Ac2In2Ni2,-0.42317
497,Ac4In4O12,-2.54769
498,Ac4In4Pd4,-0.75064
499,Ac2In2Pd4,-0.75834
500,Ac4In4Pt4,-0.91766
501,AcInPt4,-0.79613
502,AcInSn2,-0.49138
503,Ac2In4,-0.47966
504,Ac2In4Ir2,-0.52762
505,AcMg4In2,-0.21751
506,AcIn2Pd4,-0.68365
507,Ac2In4Rh2,-0.60997
508,AcZn2In2,-0.40291
509,Ac2In6,-0.43005
510,Ac2In8Ni2,-0.37546
511,Ac2In8Pd2,-0.51459
512,AcIn5Ir,-0.35916
513,AcIn5Pt2,-0.56036
514,AcIn5Rh,-0.4185
515,AcIn6Pd4,-0.55309
516,Ac2Ir2,-0.58077
517,Ac2La2Ir2,-0.60667
518,Ac4Mg4Ir4,-0.55893
519,Ac2Mg4Ir2,-0.42414
520,AcNdIr,-0.4798
521,AcNiIr,-0.47047
522,AcNi2Ir,-0.3643
523,Ac2P2Ir2O2,-1.96063
524,AcPIr,-1.0395
525,AcIrPt,-0.80011
526,Ac2Ir2Rh2,-0.57251
527,Ac4Si4Ir4,-0.89309
528,Ac2Si4Ir2,-0.84665
529,AcSmIr,-0.49466
530,Ac4Sn4Ir4,-0.69861
531,Ac4Sn8Ir4,-0.61841
532,SrAcIr,-0.35441
533,AcYbIr,-0.54618
534,Ac4Zn4Ir4,-0.54523
535,Ac2Zn4Ir2,-0.46116
536,Ac2Ir4,-0.55982
537,AcMg2Ir2,-0.47558
538,AcMg5Ir2,-0.37263
539,AcNb2Ir2,-0.50551
540,Ac2Pm4Ir4,-0.61839
541,Ac2Sb4Ir4,-0.63735
542,AcSi2Ir2,-0.9455
543,Ac2Sn4Ir4,-0.58949
544,SrAcIr4,-0.42309
545,KAcO2,-2.61139
546,KAcPt4,-0.7168
547,KAcS2,-1.89986
548,K2Ac2Se4,-1.77011
549,KAcTe2,-1.4935
550,AcLaOs,-0.04062
551,AcLaPt4,-1.05876
552,AcLaRh4,-0.63972
553,AcLaRu,-0.13283
554,Ac2La6Se12,-2.02893
555,Li4Ac4Pb4,-0.53137
556,Li2Ac2Pd2,-0.55991
557,Li4Ac4Pd8,-0.64814
558,LiAcPt4,-0.85021
559,Li2Ac2Rh2,-0.49245
560,LiAcSb,-0.88177
561,Li2Ac2Sb4,-0.87909
562,Li4Ac4Si8,-0.5344
563,Li4Ac4Sn4,-0.64233
564,Li4Ac4Tl4,-0.30031
565,LiAcTl2,-0.31253
566,Li4Ac2Pb4,-0.44809
567,Li4Ac2Sn4,-0.55891
568,Li6Ac2Pd4,-0.48609
569,Li4AcPd2,-0.42122
570,Li8Ac2Pt4,-0.62286
571,Ac4Lu4O12,-3.59828
572,Ac2Mg2,-0.06682
573,Ac2Mg2Pb2,-0.41736
574,Ac6Mg6Pd6,-0.62448
575,Ac4Mg4Pt4,-0.87355
576,Ac2Mg2Rh2,-0.55096
577,Ac2Mg2Sn2,-0.52555
578,AcMgTl,-0.2597
579,Ac3Mg3Zn3,-0.2198
580,AcMg12,-0.02975
581,Ac2Mg4,-0.09684
582,Ac2Mg4Ni2,-0.19567
583,Ac2Mg4Pd2,-0.50749
584,AcMg2Pd2,-0.67027
585,Ac2Mg4Pt2,-0.68395
586,AcMg2Pt2,-0.92666
587,Ac2Mg4Rh2,-0.4362
588,AcMg2Si2,-0.4148
589,AcMg2Sn2,-0.46396
590,Ac2Mg4Tl2,-0.2109
591,AcMg2Tl2,-0.24682
592,Ac2Mg6Sb6,-0.61679
593,Ac2Mg8Sn4,-0.34208
594,AcMg4Zn2,-0.16179
595,AcMg5Rh2,-0.39054
596,AcMg6Tl6,-0.1196
597,AcMg8Zn4,-0.12722
598,Ac2Mn2N6,-0.70009
599,Ac2Mn2P2O2,-1.38608
600,Ac4Mn4O12,-2.28888
601,AcMn2O6,-1.55442
602,AcMoN3,-0.83655
603,Ac2Mo2O8,-1.92341
604,AcMo6S8,-0.96604
605,AcN,-1.10784
606,Ac4Sn4N4O4,-1.59367
607,Ac2N2O8,-1.71047
608,AcPa7N12,-1.56678
609,AcN2,-0.79323
610,Ac4P4N8,-1.00826
611,AcPaN2,-1.47891
612,Ac2Ni2N6,-0.475
613,AcNpN3,-1.2472
614,AcPuN3,-1.13982
615,AcReN3,-0.77787
616,AcUN3,-1.42317
617,AcWN3,-1.00609
618,Ac2Pa4N8,-1.59711
619,Na2Ac2Pb2,-0.38065
620,NaAcPd4,-0.59275
621,NaAcPt4,-0.81983
622,NaAcSi,-0.23553
623,Na2Ac2Si6,-0.32342
624,NaAcSn,-0.38293
625,NaAcTe2,-1.39443
626,NaAcTl2,-0.28357
627,Na3AcPd8,-0.39387
628,Ac2Nb2O8,-2.99054
629,AcNb2O6,-2.88526
630,AcNb2O7,-2.69797
631,Ac2Nd2Si6,-0.6406
632,Ac2Nd2Te6,-1.50868
633,Ac2Nd6S12,-2.10027
634,Ac2Ni2,-0.24968
635,Ac4Ni4O12,-1.57054
636,AcNiP,-1.04382
637,AcNiRh,-0.47217
638,Ac4Si4Ni4,-0.65698
639,Ac2Si4Ni2,-0.6852
640,Ac2Si6Ni2,-0.57081
641,AcZnNi,-0.32324
642,Ac2Zn4Ni2,-0.34338
643,AcNi2,-0.27383
644,Ac2Ni4P4,-0.9282
645,Ac2Ni4Sb4,-0.6712
646,Ac2Si4Ni4,-0.69597
647,Ac2Ni4Sn4,-0.50078
648,Ac2Zn2Ni6,-0.27745
649,AcNi5,-0.21216
650,Ac2Np2O8,-3.25214
651,AcNpO5,-2.99383
652,Ac2Np4Se10,-1.43129
653,Ac2P2Os2O2,-1.88114
654,Ac2P2O2,-2.31075
655,Ac2P2Pd2O2,-1.91987
656,Ac2P2Rh2O2,-2.04752
657,Ac2P2Ru2O2,-2.04386
658,Ac2Tc2P2O2,-1.91755
659,Ac2Zn2P2O2,-1.87593
660,Ac2Sb2O2,-2.25643
661,AcPa4O12,-3.47454
662,AcTc4O12,-1.73859
663,RbAcO2,-2.57598
664,Ac4Pd4O12,-1.96863
665,Ac4Rh4O12,-2.13453
666,Ac4Sc4O12,-3.56179
667,Ac4Ti4O12,-3.25852
668,Ac4Tm4O12,-3.57386
669,Ac4V4O12,-2.53848
670,Ac2P2O8,-3.11492
671,AcPaO4,-3.72686
672,Ac2Ru2O8,-2.04335
673,Ac2Sb2O8,-2.38102
674,Ac2Ta2O8,-3.18353
675,Ac2U2O8,-3.3961
676,Ac2V2O8,-2.51458
677,Ac2W2O8,-1.79263
678,Ac2Re2O10,-2.31535
679,AcPt2O6,-1.39833
680,AcRh2O6,-1.51853
681,Ac2Se4O12,-1.59965
682,AcTa2O6,-3.05733
683,AcTa2O7,-2.92686
684,AcS2O8,-1.84775
685,AcPmOs,-0.02595
686,Ac2Si2Os2,-0.56185
687,AcTbOs,-0.05927
688,AcSb12Os4,-0.20777
689,AcP,-1.47275
690,AcPPd,-1.22962
691,AcPPt,-1.32189
692,AcPRh,-1.15032
693,Ac2P2S8,-1.0953
694,AcP2Pd2,-0.94089
695,AcP2Pd5,-0.75572
696,Ac2Pa4S10,-1.81266
697,Ac2Pa4Se10,-1.58686
698,Ac2Pa4Te10,-1.0873
699,Ac4Pd8Pb4,-0.65615
700,AcPt4Pb,-0.69582
701,Ac2Sc2Pb2,-0.4399
702,Ac4Pd4Pb8,-0.53996
703,Ac2Rh2Pb4,-0.46646
704,AcTlPb2,-0.39795
705,AcPb3,-0.41584
706,AcRh4Pb6,-0.26054
707,AcPd,-0.78225
708,AcSbPd,-1.09425
709,AcSiPd,-0.86003
710,AcSnPd,-0.85459
711,Ac2Sn4Pd2,-0.78407
712,AcZnPd,-0.67072
713,Ac2Zn4Pd2,-0.55205
714,Ac2Sb4Pd4,-0.8962
715,AcSi2Pd2,-0.85838
716,AcSnPd2,-0.81427
717,AcSn2Pd2,-0.78593
718,SrAcPd2,-0.72539
719,AcTe2Pd2,-0.81872
720,Ac4Zn4Pd8,-0.73173
721,AcPd3,-0.73199
722,Ac2Si2Pd6,-0.85117
723,AcTlPd4,-0.60252
724,AcPd5,-0.58244
725,AcPmRu,-0.11695
726,Ac2Pm2Si6,-0.646
727,AcPmSi4,-0.55531
728,Ac2Pm6S12,-2.11408
729,Ac2Pm6Se12,-1.93417
730,Ac2Pm6Te12,-1.47927
731,AcPrRu,-0.09524
732,Ac2Pr2Si6,-0.63576
733,AcPt,-1.1766
734,AcPtRh,-0.84662
735,Ac2Sb2Pt2,-1.15767
736,AcSiPt,-1.06851
737,AcSi2Pt,-0.8782
738,AcSnPt,-0.96986
739,Ac4Sn8Pt4,-0.84244
740,AcYbPt,-0.82002
741,AcZnPt,-0.86673
742,AcPt2,-1.02577
743,Ac2Sb4Pt4,-0.90774
744,Ac2Si4Pt4,-0.95606
745,Ac2Sn4Pt4,-0.90835
746,AcYbPt2,-1.07009
747,AcZn2Pt2,-0.82119
748,SrAcPt4,-0.96138
749,AcTlPt4,-0.73743
750,AcPt5,-0.77114
751,AcSi2Pt5,-0.89631
752,Ac2Pu2Si2,-0.38637
753,AcPuTe2,-1.28998
754,RbAcS2,-1.88463
755,RbAcSe2,-1.80385
756,RbAcTe2,-1.49181
757,Ac2Rh2,-0.6806
758,AcSbRh,-0.92319
759,Ac4Si4Rh4,-0.90749
760,AcSi3Rh,-0.76666
761,Ac4Sn4Rh4,-0.78714
762,Ac4Sn8Rh4,-0.71814
763,Sr2Ac2Rh2,-0.46709
764,AcTeRh,-1.09882
765,Ac2Tl4Rh2,-0.40123
766,AcYbRh,-0.49688
767,Ac4Zn4Rh4,-0.6028
768,Ac2Zn4Rh2,-0.50803
769,Ac2Rh4,-0.57418
770,Ac2Sb4Rh4,-0.85087
771,Ac2Si4Rh4,-0.93555
772,Ac2Zn4Rh4,-0.53645
773,Ac3Rh9,-0.44757
774,SrAcRh4,-0.43776
775,AcSi2Rh5,-0.7777
776,AcSn4Rh6,-0.55913
777,Ac2Si2Ru2,-0.7208
778,AcSb12Ru4,-0.37112
779,AcS,-2.01372
780,Ac2Sb2S2,-1.56879
781,Ac2Se2S2,-1.80306
