,composition,Formation Energy (eV/atom)
222,CaAcZnIn,-0.3807941675186161
223,CaAcMgTl,-0.2971378763516741
224,CaAcMg4,-0.1655952665540909
225,CaAcPd4,-0.7585992813110352
226,CaAcPt2,-1.0454182624816897
227,CaAcPt4,-1.009362856547038
228,CaAcRh4,-0.5149345397949219
229,Ca2Ac2Si6,-0.5480789184570307
230,CaAcZn2,-0.2864217758178711
231,Ca4Ac2Ir2,-0.3625233173370361
232,Ca4Ac2Rh2,-0.3631173372268677
233,Ac2Cd2,-0.3107773959636688
234,AcEuCdIn,-0.4214343875646591
235,AcEuTlCd,-0.3928060978651047
236,AcCdHg2,-0.4123055991427651
237,Ac2Cd2In2,-0.4368899464607239
238,SrAcCdIn,-0.4054285436868667
239,Ac6Mg6Cd6,-0.2729198469056024
240,Ac2Cd2P2O2,-1.7962613637958251
241,Ac4Cd4Pd8,-0.6824161857366562
242,Ac4Cd4Pt4,-0.8438567916552224
243,AcCdPt4,-0.7757754226525622
244,AcCdSn,-0.5572914878527331
245,SrAcTlCd,-0.3850512057542801
246,Ac2Tl2Cd2,-0.3519605596860247
247,AcCd12,-0.1467590515430155
248,Ac2Cd4,-0.3577028512954709
249,AcEuCd2,-0.3502890765666961
250,Ac2Cd4In2,-0.3748166263103485
251,Ac4Mg4Cd8,-0.3051715393861134
252,Ac2Cd4Ni2,-0.2869226634502411
253,Ac2Cd4Pd2,-0.5488617122173309
254,AcCd2Pd4,-0.571358391216823
255,Ac2Cd4Pt2,-0.6468534171581268
256,AcCd2Pt2,-0.7270593404769903
257,Ac2Cd4Rh2,-0.4662753045558929
258,AcZn2Cd2,-0.3054240942001345
259,Ac2Cd6,-0.3331324607133865
260,AcMg8Cd4,-0.2095359961191809
261,Ac2Cd8Pt4,-0.5274994373321533
262,AcZn2Cd4,-0.2389761720384871
263,AcMg4Cd8,-0.1983111332624385
264,AcCeGa4,-0.6199707984924316
265,AcCeIr,-0.3896176020304356
266,Ac2Ir2Cl2,-1.4789974689483645
267,Ac2N2Cl2,-1.6568202177683515
268,Ac2Cl2O2,-3.193708022435506
269,AcSeCl,-2.2661716938018803
270,Ac2Cl6,-2.5108569264411926
271,Cs3AcCl6,-2.1994065284729007
272,Rb6Ac2Cl12,-2.1901642084121704
273,Ac2Co2Ge4,-0.6399837732315063
274,AcCoGe3,-0.5796748161315923
275,AcCoH6,-0.347176730632782
276,Ac2Co2N6,-0.5627556800842282
277,Ac2Co2Si2,-0.6106657981872559
278,Ac2Ga6Co4,-0.4425779183705645
279,AcGa5Co2,-0.4390843510627746
