,composition,Formation Energy (eV/atom)
234,AcEuCdIn,-0.41185
235,AcEuTlCd,-0.38228
236,AcCdHg2,-0.41754
237,Ac2Cd2In2,-0.44194
238,SrAcCdIn,-0.39675
239,Ac6Mg6Cd6,-0.24166
240,Ac2Cd2P2O2,-1.79231
241,Ac4Cd4Pd8,-0.68784
242,Ac4Cd4Pt4,-0.84958
243,AcCdPt4,-0.77166
244,AcCdSn,-0.52801
245,SrAcTlCd,-0.37496
246,Ac2Tl2Cd2,-0.35213
247,AcCd12,-0.13666
248,Ac2Cd4,-0.33868
249,AcEuCd2,-0.3369
250,Ac2Cd4In2,-0.37704
251,Ac4Mg4Cd8,-0.2695
252,Ac2Cd4Ni2,-0.29023
253,Ac2Cd4Pd2,-0.56177
254,AcCd2Pd4,-0.58735
255,Ac2Cd4Pt2,-0.64982
256,AcCd2Pt2,-0.72008
257,Ac2Cd4Rh2,-0.46397
258,AcZn2Cd2,-0.28612
259,Ac2Cd6,-0.31247
260,AcMg8Cd4,-0.13951
261,Ac2Cd8Pt4,-0.54869
262,AcZn2Cd4,-0.23556
263,AcMg4Cd8,-0.18028
264,AcCeGa4,-0.60993
265,AcCeIr,-0.40741
266,Ac2Ir2Cl2,-1.48059
267,Ac2N2Cl2,-1.66076
268,Ac2Cl2O2,-3.19743
269,AcSeCl,-2.22407
270,Ac2Cl6,-2.502
271,Cs3AcCl6,-2.20859
272,Rb6Ac2Cl12,-2.18574
273,Ac2Co2Ge4,-0.59464
274,AcCoGe3,-0.56244
275,AcCoH6,-0.38702
276,Ac2Co2N6,-0.55558
277,Ac2Co2Si2,-0.5922
278,Ac2Ga6Co4,-0.41248
279,AcGa5Co2,-0.42794
280,AcCo2Si2,-0.61114
281,Ac2Cr2P2O2,-1.21493
282,Ac4Cr4O12,-2.38441
283,Ac2Cr2O8,-2.04314
284,CsAcF4,-3.81898
285,CsAcO2,-2.54659
286,CsAcS2,-1.8799
287,Cs2Ac2Tb2Te6,-1.29633
288,CsAcTe2,-1.5048
289,Cs6Ac2I12,-1.57415
290,AcCuF6,-2.87251
291,AcGa6Cu,-0.35707
292,Ac3Cu3Ge3,-0.58556
293,Ac2Cu2I2,-0.81452
294,Ac2In8Cu2,-0.31244
295,Ac2Mg4Cu2,-0.14173
296,Ac2Cu2Ni2,-0.24843
297,Ac2Cu2P2O2,-1.77
298,Ac3Cu3O6,-2.32998
299,Ac4Cu4O12,-2.05836
300,Ac4Cu4Pb4,-0.37686
301,Ac2Cu2Sb4Pd2,-0.7033
302,Ac2Cu2Sb4,-0.68403
303,AcCuSi,-0.52792
304,AcCuSn,-0.48845
305,AcCu2,-0.20767
306,Ac2Ga4Cu4,-0.39544
307,AcCu2Ge2,-0.50631
308,AcCu2P2,-0.70215
309,AcCu2Si2,-0.50671
310,Ac2Zn4Cu6,-0.21247
311,AcCu4F12,-2.20393
312,AcCu5,-0.11802
313,Ac2Dy2Hg2,-0.3263
314,Ac2Dy2Te6,-1.51327
315,Ac2Dy4S8,-2.12177
316,Ac2Dy4Se8,-1.92067
317,Ac2Dy6Se12,-1.93736
318,AcErGa4,-0.61713
319,Ac4Er4O12,-3.55006
320,Ac2Er2Te6,-1.50598
321,Ac2Er2Tl2,-0.26242
322,Ac2Er4S8,-2.11488
323,Ac2Er4Se8,-1.90595
324,Ac2Er6S12,-2.13531
325,Ac2Er6Se12,-1.92696
326,AcEuTlHg,-0.47542
327,AcEuHg2,-0.53793
328,AcEuIr,-0.46911
329,AcEuPd4,-0.7542
330,AcEuPt4,-1.00733
331,AcEuRh,-0.42228
332,AcEuRh4,-0.52587
333,AcEuZn2,-0.26875
334,Ac2Ge2F2,-2.31331
335,Ac2O2F2,-3.91602
336,Ac4P4F4,-2.53492
337,AcSF,-3.13921
338,Ac2Se2F2,-3.0879
339,Ac2Te2F2,-2.84714
340,Ac2F6,-4.32936
341,KAcF4,-3.85226
342,RbAcF4,-3.83349
343,Ac2Tl2F8,-3.47932
344,AcFeH6,-0.2708
345,Ac4Fe4O12,-1.99239
346,Ac2Fe2Si2,-0.48728
347,AcFe4Sb12,-0.21944
348,AcGaGe,-0.67534
349,Ac2Ga2I2,-1.07774
350,AcGaIr,-0.66974
351,Ac2Mg2Ga2,-0.38844
352,Ac2Ga2N2,-0.92481
353,AcGaNi2,-0.48334
354,Ac4Ga4O12,-2.71349
355,AcGaPd,-0.79018
356,Ac4Ga4Pd8,-0.83474
357,AcGaPt,-0.97338
358,Ac4Ga4Pt8,-1.032
359,Ac4Ga4Rh4,-0.73736
360,Ac2Ga2Ru2,-0.47202
361,AcGaSi,-0.61633
362,AcGaSn,-0.64599
363,Ac2Ga4,-0.61271
364,AcGa2Hg2,-0.41302
365,Ac4In4Ga8,-0.50774
366,AcGa2Ir2,-0.68952
367,AcGa2Ir3,-0.64988
368,Ac4Mg4Ga8,-0.47744
369,AcMg4Ga2,-0.28816
370,Ac2Nd2Ga4,-0.54836
371,Ac2Ga4Pd4,-0.81023
372,Ac2Ga4Pt4,-0.96748
373,AcGa2Rh3,-0.81496
374,Ac2Ga6,-0.53755
375,Ac2Ga6Ni4,-0.52889
376,Ac2Ga6Pt2,-0.80738
377,Ac2Ga6Ru4,-0.45396
378,AcGa4,-0.47151
379,AcHoGa4,-0.62583
380,LiAcGa4,-0.46653
381,AcGa4Pd6,-0.74864
382,AcPmGa4,-0.65797
383,AcGa4Pt6,-0.78961
384,AcGa5Ir2,-0.57249
385,AcGa5Ni2,-0.51
386,AcGa5Rh2,-0.63673
387,AcGa6Ir,-0.48893
388,AcGa6Ni,-0.43731
389,AcGa6Pd,-0.51157
390,AcGa6Pt,-0.55978
391,AcGa6Pt4,-0.77406
392,AcGa6Rh,-0.52157
393,AcGdIr,-0.5133
394,Ac2Ge2,-0.6986
395,AcGeIr,-0.73468
396,Li4Ac4Ge4,-0.6122
397,Ac2Mg2Ge2,-0.52876
398,Ac4Ge4N4,-0.8419
399,Ac4Ge4N8,-0.6587
400,NaAcGe,-0.40553
401,AcNi2Ge,-0.5266
402,AcGePd,-0.89514
403,Ac2Ge2Pd6,-0.79049
404,AcPmGe,-0.45395
405,AcGePt,-1.04047
406,Ac2Ge2Rh4,-0.74957
407,Ac2Ge2Ru2,-0.61668
408,Ac4Ge4S12,-1.29371
409,Ac2Si2Ge2,-0.59125
410,AcZnGe,-0.62773
411,AcGe12Pt4,-0.42125
412,AcGe2,-0.60959
413,Ac2Ge4Ir4,-0.74012
414,K4Ac4Ge8,-0.46449
415,Li4Ac4Ge8,-0.65003
416,Na4Ac4Ge8,-0.46361
417,AcNi2Ge2,-0.62164
418,Ac2Ge4Pd4,-0.8292
419,Ac2Ge4Pt2,-0.9047
420,Ac2Ge4Pt4,-0.94154
421,Ac2Ge4Rh2,-0.81687
422,AcGe2Rh2,-0.85808
423,AcGe2Ru2,-0.65336
424,Ac2Tc6Ge4,-0.35132
425,Ac2Zn4Ge4,-0.44312
426,Ac2Hf2Ge6,-0.64529
427,Ac2Nb2Ge6,-0.57482
428,AcNiGe3,-0.58113
429,Ac2Ta2Ge6,-0.51787
430,Ac2Tc2Ge6,-0.46017
431,Ac2Ti2Ge6,-0.65601
432,AcGe4Rh6,-0.72764
433,AcHO,-2.18074
434,Ac4H4O8,-2.5575
435,AcHS,-1.52975
436,AcHSe,-1.47667
437,AcTeH,-1.25667
438,AcH2,-0.57064
439,Ac2H4Pt2,-0.68681
440,AcH3,-0.54978
441,Ac2H6Pd6,-0.45353
442,Ac2H8Ir2,-0.54241
443,Ac2Ni2H8,-0.44689
444,Ac2H8Pd2,-0.42931
445,Ac2H8Rh2,-0.49469
446,AcH6Ir,-0.41436
447,AcH7Rh2,-0.31677
448,Ac2Hf2Pt2,-0.8185
449,AcHg,-0.47904
450,Ac2In2Hg2,-0.4911
451,AcMgTlHg,-0.3596
452,NaAcHgPb,-0.43382
453,NaAcSnHg,-0.48366
454,Ac2Ni2Hg2,-0.39447
455,AcHgPd4,-0.62122
456,AcHgPt4,-0.73927
457,Ac2Hg2Rh2,-0.55505
458,Ac2Si2Hg2,-0.53021
459,AcHgTe2,-0.83438
460,Ac2Tl2Hg2,-0.43513
461,AcHg2,-0.47075
462,Ac2In2Hg4,-0.45166
463,AcMgHg2,-0.43596
464,AcMg5Hg2,-0.23501
465,NaAcHg2,-0.3956
466,Ac2Hg4Pd2,-0.58708
467,Ac2Hg4Rh2,-0.46938
468,AcSnHg2,-0.458
469,SrAcHg2,-0.52792
470,AcYbHg2,-0.56852
471,Ac2Hg6,-0.42151
472,SrAcHg4,-0.4818
473,AcHg5,-0.27946
474,Ac4Ho4O12,-3.53207
475,AcHoOs,-0.07211
476,Ac2Ho2Te6,-1.50976
477,Ac2Ho4S8,-2.11819
478,Ac2Ho4Se8,-1.91329
479,Ac2Ho6S12,-2.13664
480,Ac2Ho6Se12,-1.93225
481,Ac2In2I2,-0.99145
482,Ac2Ir2I2,-1.1224
483,Ac2Ni2I2,-0.86592
484,Ac2I2O2,-2.807
485,Ac2I2O8,-1.60506
486,AcIO6,-1.14273
487,Ac2Rh2I2,-1.08917
488,Ac2Tl2I2,-0.91426
489,Ac2Zn2I2,-0.87131
490,Ac2I6,-1.56878
491,Rb6Ac2I12,-1.52956
492,AcIn,-0.42958
493,Ac4In4Ir4,-0.60621
494,Li2AcIn,-0.26394
495,Ac2Mg2In2,-0.36002
496,Ac2In2Ni2,-0.42514
497,Ac4In4O12,-2.54978
498,Ac4In4Pd4,-0.75277
499,Ac2In2Pd4,-0.75884
500,Ac4In4Pt4,-0.91831
501,AcInPt4,-0.79413
502,AcInSn2,-0.48861
503,Ac2In4,-0.48121
504,Ac2In4Ir2,-0.53257
505,AcMg4In2,-0.21928
506,AcIn2Pd4,-0.68578
507,Ac2In4Rh2,-0.6134
508,AcZn2In2,-0.39727
509,Ac2In6,-0.43624
510,Ac2In8Ni2,-0.37565
511,Ac2In8Pd2,-0.51463
512,AcIn5Ir,-0.35901
513,AcIn5Pt2,-0.56174
514,AcIn5Rh,-0.41711
515,AcIn6Pd4,-0.55769
516,Ac2Ir2,-0.574
517,Ac2La2Ir2,-0.59955
518,Ac4Mg4Ir4,-0.55716
519,Ac2Mg4Ir2,-0.42337
520,AcNdIr,-0.472
521,AcNiIr,-0.46724
522,AcNi2Ir,-0.36543
523,Ac2P2Ir2O2,-1.96093
524,AcPIr,-1.05022
525,AcIrPt,-0.79074
526,Ac2Ir2Rh2,-0.56849
527,Ac4Si4Ir4,-0.89114
528,Ac2Si4Ir2,-0.84727
529,AcSmIr,-0.48926
530,Ac4Sn4Ir4,-0.69522
531,Ac4Sn8Ir4,-0.61546
532,SrAcIr,-0.34955
533,AcYbIr,-0.5556
534,Ac4Zn4Ir4,-0.5368
535,Ac2Zn4Ir2,-0.45636
536,Ac2Ir4,-0.55452
537,AcMg2Ir2,-0.4725
538,AcMg5Ir2,-0.36945
539,AcNb2Ir2,-0.50091
540,Ac2Pm4Ir4,-0.61277
541,Ac2Sb4Ir4,-0.63603
542,AcSi2Ir2,-0.94097
543,Ac2Sn4Ir4,-0.58831
544,SrAcIr4,-0.41734
545,KAcO2,-2.61124
546,KAcPt4,-0.70868
547,KAcS2,-1.90061
548,K2Ac2Se4,-1.77161
549,KAcTe2,-1.49531
550,AcLaOs,-0.04931
551,AcLaPt4,-1.05006
552,AcLaRh4,-0.63312
553,AcLaRu,-0.13842
554,Ac2La6Se12,-2.03216
555,Li4Ac4Pb4,-0.53276
556,Li2Ac2Pd2,-0.56557
557,Li4Ac4Pd8,-0.64839
558,LiAcPt4,-0.84313
559,Li2Ac2Rh2,-0.48639
560,LiAcSb,-0.87812
561,Li2Ac2Sb4,-0.87881
562,Li4Ac4Si8,-0.53942
563,Li4Ac4Sn4,-0.64251
564,Li4Ac4Tl4,-0.30187
565,LiAcTl2,-0.31647
566,Li4Ac2Pb4,-0.44763
567,Li4Ac2Sn4,-0.56015
568,Li6Ac2Pd4,-0.4858
569,Li4AcPd2,-0.42176
570,Li8Ac2Pt4,-0.62005
571,Ac4Lu4O12,-3.59623
572,Ac2Mg2,-0.0679
573,Ac2Mg2Pb2,-0.41326
574,Ac6Mg6Pd6,-0.62444
575,Ac4Mg4Pt4,-0.87285
576,Ac2Mg2Rh2,-0.56051
577,Ac2Mg2Sn2,-0.52322
578,AcMgTl,-0.26314
579,Ac3Mg3Zn3,-0.21277
580,AcMg12,-0.03051
581,Ac2Mg4,-0.09759
582,Ac2Mg4Ni2,-0.19321
583,Ac2Mg4Pd2,-0.50514
584,AcMg2Pd2,-0.67228
585,Ac2Mg4Pt2,-0.67784
586,AcMg2Pt2,-0.92153
587,Ac2Mg4Rh2,-0.43502
588,AcMg2Si2,-0.41225
589,AcMg2Sn2,-0.45973
590,Ac2Mg4Tl2,-0.2116
591,AcMg2Tl2,-0.24645
592,Ac2Mg6Sb6,-0.61269
593,Ac2Mg8Sn4,-0.34202
594,AcMg4Zn2,-0.15766
595,AcMg5Rh2,-0.38677
596,AcMg6Tl6,-0.12221
597,AcMg8Zn4,-0.12312
598,Ac2Mn2N6,-0.7052
599,Ac2Mn2P2O2,-1.38701
600,Ac4Mn4O12,-2.2853
601,AcMn2O6,-1.54629
602,AcMoN3,-0.83479
603,Ac2Mo2O8,-1.91822
604,AcMo6S8,-0.97259
605,AcN,-1.09857
606,Ac4Sn4N4O4,-1.59711
607,Ac2N2O8,-1.70604
608,AcPa7N12,-1.55207
609,AcN2,-0.76926
610,Ac4P4N8,-1.00479
611,AcPaN2,-1.47986
612,Ac2Ni2N6,-0.47325
613,AcNpN3,-1.23737
614,AcPuN3,-1.13627
615,AcReN3,-0.77312
616,AcUN3,-1.41349
617,AcWN3,-1.00073
618,Ac2Pa4N8,-1.5999
619,Na2Ac2Pb2,-0.37608
620,NaAcPd4,-0.59244
621,NaAcPt4,-0.81193
622,NaAcSi,-0.25142
623,Na2Ac2Si6,-0.31987
624,NaAcSn,-0.38639
625,NaAcTe2,-1.39791
626,NaAcTl2,-0.28834
627,Na3AcPd8,-0.39649
628,Ac2Nb2O8,-2.98762
629,AcNb2O6,-2.88538
630,AcNb2O7,-2.70095
631,Ac2Nd2Si6,-0.64391
632,Ac2Nd2Te6,-1.51113
633,Ac2Nd6S12,-2.10089
634,Ac2Ni2,-0.25232
635,Ac4Ni4O12,-1.56137
636,AcNiP,-1.04468
637,AcNiRh,-0.46357
638,Ac4Si4Ni4,-0.65238
639,Ac2Si4Ni2,-0.6947
640,Ac2Si6Ni2,-0.57815
641,AcZnNi,-0.31422
642,Ac2Zn4Ni2,-0.32902
643,AcNi2,-0.27931
644,Ac2Ni4P4,-0.92456
645,Ac2Ni4Sb4,-0.66852
646,Ac2Si4Ni4,-0.69682
647,Ac2Ni4Sn4,-0.5051
648,Ac2Zn2Ni6,-0.28041
649,AcNi5,-0.21244
650,Ac2Np2O8,-3.2513
651,AcNpO5,-2.99772
652,Ac2Np4Se10,-1.43432
653,Ac2P2Os2O2,-1.88569
654,Ac2P2O2,-2.31301
655,Ac2P2Pd2O2,-1.91939
656,Ac2P2Rh2O2,-2.04594
657,Ac2P2Ru2O2,-2.04706
658,Ac2Tc2P2O2,-1.91382
659,Ac2Zn2P2O2,-1.87612
660,Ac2Sb2O2,-2.26141
661,AcPa4O12,-3.4824
662,AcTc4O12,-1.73855
663,RbAcO2,-2.57448
664,Ac4Pd4O12,-1.96288
665,Ac4Rh4O12,-2.13097
666,Ac4Sc4O12,-3.56048
667,Ac4Ti4O12,-3.25344
668,Ac4Tm4O12,-3.57162
669,Ac4V4O12,-2.53407
670,Ac2P2O8,-3.11474
671,AcPaO4,-3.72299
672,Ac2Ru2O8,-2.04133
673,Ac2Sb2O8,-2.38234
674,Ac2Ta2O8,-3.17966
675,Ac2U2O8,-3.38795
676,Ac2V2O8,-2.51629
677,Ac2W2O8,-1.79388
678,Ac2Re2O10,-2.31589
679,AcPt2O6,-1.38824
680,AcRh2O6,-1.52036
681,Ac2Se4O12,-1.59586
682,AcTa2O6,-3.06306
683,AcTa2O7,-2.93348
684,AcS2O8,-1.8349
685,AcPmOs,-0.03523
686,Ac2Si2Os2,-0.57221
687,AcTbOs,-0.06654
688,AcSb12Os4,-0.20223
689,AcP,-1.47295
690,AcPPd,-1.2306
691,AcPPt,-1.31637
692,AcPRh,-1.15399
693,Ac2P2S8,-1.09778
694,AcP2Pd2,-0.94527
695,AcP2Pd5,-0.75994
696,Ac2Pa4S10,-1.81269
697,Ac2Pa4Se10,-1.58975
698,Ac2Pa4Te10,-1.09375
699,Ac4Pd8Pb4,-0.65664
700,AcPt4Pb,-0.69026
701,Ac2Sc2Pb2,-0.43377
702,Ac4Pd4Pb8,-0.54267
703,Ac2Rh2Pb4,-0.46312
704,AcTlPb2,-0.39384
705,AcPb3,-0.41281
706,AcRh4Pb6,-0.25832
707,AcPd,-0.78585
708,AcSbPd,-1.09237
709,AcSiPd,-0.86122
710,AcSnPd,-0.85846
711,Ac2Sn4Pd2,-0.7883
712,AcZnPd,-0.66893
713,Ac2Zn4Pd2,-0.5444
714,Ac2Sb4Pd4,-0.89806
715,AcSi2Pd2,-0.86449
716,AcSnPd2,-0.82074
717,AcSn2Pd2,-0.7837
718,SrAcPd2,-0.72464
719,AcTe2Pd2,-0.82104
720,Ac4Zn4Pd8,-0.72876
721,AcPd3,-0.73085
722,Ac2Si2Pd6,-0.853
723,AcTlPd4,-0.60767
724,AcPd5,-0.58185
725,AcPmRu,-0.12354
726,Ac2Pm2Si6,-0.64929
727,AcPmSi4,-0.55807
728,Ac2Pm6S12,-2.11381
729,Ac2Pm6Se12,-1.93784
730,Ac2Pm6Te12,-1.48085
731,AcPrRu,-0.09986
732,Ac2Pr2Si6,-0.63742
733,AcPt,-1.16882
734,AcPtRh,-0.83688
735,Ac2Sb2Pt2,-1.1494
736,AcSiPt,-1.066
737,AcSi2Pt,-0.88087
738,AcSnPt,-0.9699
739,Ac4Sn8Pt4,-0.84231
740,AcYbPt,-0.83775
741,AcZnPt,-0.8581
742,AcPt2,-1.01924
743,Ac2Sb4Pt4,-0.90522
744,Ac2Si4Pt4,-0.96349
745,Ac2Sn4Pt4,-0.905
746,AcYbPt2,-1.06308
747,AcZn2Pt2,-0.81475
748,SrAcPt4,-0.94787
749,AcTlPt4,-0.73455
750,AcPt5,-0.76312
751,AcSi2Pt5,-0.89512
752,Ac2Pu2Si2,-0.38745
753,AcPuTe2,-1.29429
754,RbAcS2,-1.88475
755,RbAcSe2,-1.80564
756,RbAcTe2,-1.49284
757,Ac2Rh2,-0.67568
758,AcSbRh,-0.92265
759,Ac4Si4Rh4,-0.90289
760,AcSi3Rh,-0.77114
761,Ac4Sn4Rh4,-0.78536
762,Ac4Sn8Rh4,-0.71642
763,Sr2Ac2Rh2,-0.46294
764,AcTeRh,-1.0999
765,Ac2Tl4Rh2,-0.40501
766,AcYbRh,-0.51066
767,Ac4Zn4Rh4,-0.59697
768,Ac2Zn4Rh2,-0.49819
769,Ac2Rh4,-0.56707
770,Ac2Sb4Rh4,-0.84939
771,Ac2Si4Rh4,-0.94393
772,Ac2Zn4Rh4,-0.52611
773,Ac3Rh9,-0.44579
774,SrAcRh4,-0.43307
775,AcSi2Rh5,-0.78283
776,AcSn4Rh6,-0.55755
777,Ac2Si2Ru2,-0.72263
778,AcSb12Ru4,-0.36619
779,AcS,-2.01431
780,Ac2Sb2S2,-1.56904
781,Ac2Se2S2,-1.80506
