composition,cell,positions,numbers,material_id,MP Formation energy (eV/atom),MP Hull distance (eV/atom),natoms,spacegroup
Ge5Ir4,"[[5.6489552100000004, 0.0, 0.0], [0.0, 5.6489552100000004, 0.0], [0.0, 0.0, 18.37100551]]","[[0.32186427, 0.32186427, 0.25], [0.32186427, 0.67813573, 0.75], [0.67813573, 0.32186427, 0.75], [0.67813573, 0.67813573, 0.25], [0.34093113, 0.19632869, 0.05545609], [0.19632869, 0.65906887, 0.94454391], [0.80367131, 0.34093113, 0.94454391], [0.65906887, 0.80367131, 0.05545609], [0.19632869, 0.34093113, 0.44454391], [0.80367131, 0.65906887, 0.44454391], [0.65906887, 0.19632869, 0.55545609], [0.34093113, 0.80367131, 0.55545609], [0.85336796, 0.22491077, 0.14474712], [0.22491077, 0.14663204, 0.85525288], [0.77508923, 0.85336796, 0.85525288], [0.14663204, 0.77508923, 0.14474712], [0.22491077, 0.85336796, 0.35525288], [0.77508923, 0.14663204, 0.35525288], [0.14663204, 0.22491077, 0.64474712], [0.85336796, 0.77508923, 0.64474712], [0.0, -0.0, 0.25], [0.0, -0.0, 0.75], [0.0, -0.0, 0.0], [0.0, -0.0, 0.5], [0.5, 0.5, 0.13621084], [0.5, 0.5, 0.8637891600000001], [0.5, 0.5, 0.36378916], [0.5, 0.5, 0.63621084], [0.0, 0.5, 0.05564388], [0.5, -0.0, 0.94435612], [0.5, -0.0, 0.44435512], [0.0, 0.5, 0.55564388], [0.0, 0.5, 0.32382311], [0.5, -0.0, 0.67617689], [0.5, -0.0, 0.17617689], [0.0, 0.5, 0.82382311]]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77]",mp-541844,-0.35113735055555473,0.0,36,P-4c2
Ge7Ir3,"[[7.11032503, -0.0, -2.51387898], [-3.55516252, 6.15772231, -2.51387898], [0.0, 0.0, 7.54163895]]","[[0.5, 0.75, 0.25], [0.75, 0.5, 0.25], [0.25, 0.5, 0.75], [0.75, 0.25, 0.5], [0.25, 0.75, 0.5], [0.5, 0.25, 0.75], [0.33461705, 0.33461705, 0.33461705], [0.33461705, 0.0, -0.0], [0.0, 0.33461705, -0.0], [-0.0, -0.0, 0.33461705], [-0.0, 0.66538295, 0.0], [0.0, 0.0, 0.66538295], [0.66538295, -0.0, 0.0], [0.66538295, 0.66538295, 0.66538295], [-0.0, 0.3395468, 0.3395468], [0.3395468, -0.0, 0.3395468], [0.6604532, 0.0, 0.6604532], [0.6604532, 0.6604532, 0.0], [0.3395468, 0.3395468, -0.0], [0.0, 0.6604532, 0.6604532]]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 77, 77, 77, 77, 77, 77]",mp-505780,-0.2713029335000002,0.0,20,Im-3m
GeIr,"[[3.58522762, -0.0, 0.0], [-0.0, 5.571492969999999, 0.0], [0.0, 0.0, 6.27618834]]","[[0.75, 0.80634927, 0.42120272000000003], [0.25, 0.19365073, 0.57879728], [0.75, 0.30634927, 0.07879728], [0.25, 0.69365073, 0.92120272], [0.75, 0.99776794, 0.7905381300000001], [0.25, 0.00223206, 0.20946187], [0.75, 0.49776794, 0.70946187], [0.25, 0.50223206, 0.29053813]]","[32, 32, 32, 32, 77, 77, 77, 77]",mp-208,-0.3280720500000003,0.0,8,Pnma
Zr5Pb3,"[[8.62223888, -2.4900000000000006e-05, -3.0520000000000006e-05], [-4.31114108, 7.46697617, -2.7e-07], [-1.04e-05, -8.085000000000001e-05, 5.87494648]]","[[0.75130096, 0.75130339, 0.2500228], [7.99e-06, 0.24870346000000002, 0.24997377], [0.7514269100000001, 0.9999922800000001, 0.75000792], [0.33333717, 0.66666631, 0.49998864], [0.24871082, 0.99999943, 0.25000094], [0.66666218, 0.33333568, 0.49998787], [2.84e-06, 0.7514419, 0.7500093600000001], [0.33332862, 0.66666644, 1.15e-05], [0.24855307000000001, 0.24856199, 0.7499847900000001], [0.66667088, 0.33333299, 1.234e-05], [0.60982686, 0.6097867100000001, 0.7500160300000001], [0.39020863, 4.145e-05, 0.750002899999999], [0.60991365, 4.9480000000000014e-05, 0.25000481], [-4.4130000000000006e-05, 0.39016895, 0.749980299999999], [0.39014033000000004, 0.39009116, 0.24999032000000002], [-4.7780000000000034e-05, 0.60986138, 0.25000571]]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 82, 82, 82, 82, 82, 82]",mp-681992,-0.1459548362499996,0.0,16,P6_3/mcm
Zr,"[[3.239231, 0.0, 0.0], [-1.619616, 2.805257, 0.0], [0.0, 0.0, 5.17222]]","[[0.333333, 0.666667, 0.25], [0.666667, 0.333333, 0.75]]","[40, 40]",mp-131,0.0,0.0,2,P6_3/mmc
Zr3Pb,"[[-2.1922608, 2.1922608, 4.8196023199999996], [2.1922608, -2.1922608, 4.8196023199999996], [2.1922608, 2.1922608, -4.8196023199999996]]","[[0.75, 0.25, 0.5], [0.25, 0.75, 0.5], [0.5, 0.5, -0.0], [0.0, -0.0, -0.0]]","[40, 40, 40, 82]",mp-1187844,-0.1390436225000009,0.0,4,I4/mmm
Ti2Rh,"[[3.05199018, 0.0, -1e-08], [0.0, 3.05199018, -1e-08], [-1.52599611, -1.52599611, 4.90796791]]","[[0.66157794, 0.66157794, 0.32315788], [0.33842206, 0.33842206, 0.67684212], [0.0, 0.0, 0.0]]","[22, 22, 45]",mp-1018124,-0.6257625422222226,0.0,3,I4/mmm
Ti3Rh5,"[[4.11055216, 0.0, 0.0], [0.0, 5.37826891, -0.0], [0.0, -0.0, 10.42889808]]","[[0.0, -0.0, -0.0], [0.0, 0.5, 0.5], [0.5, 0.33932374, 0.14378038], [0.5, 0.66067626, 0.8562196200000001], [0.5, 0.83932374, 0.35621962], [0.5, 0.16067626000000002, 0.64378038], [0.0, -0.0, 0.5], [0.0, 0.5, -0.0], [-0.0, 0.10507657000000001, 0.23528746], [0.0, 0.89492343, 0.76471254], [0.0, 0.60507657, 0.26471254], [-0.0, 0.39492343, 0.73528746], [0.5, 0.31252059, 0.39311353], [0.5, 0.68747941, 0.6068864700000001], [0.5, 0.81252059, 0.10688647], [0.5, 0.18747941, 0.89311353]]","[22, 22, 22, 22, 22, 22, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45]",mp-17413,-0.7758801987499986,0.0,16,Pbam
Ti3In,"[[5.90293973, -2.9260000000000004e-05, 0.0], [-2.95149552, 5.1120735, 0.0], [0.0, 0.0, 4.77395756]]","[[0.16522346000000002, 0.33044317, 0.25], [0.66953984, 0.83477055, 0.25], [0.16523599, 0.83476711, 0.25], [0.83478282, 0.66955446, 0.75], [0.33046315, 0.16521588, 0.75], [0.8347527100000001, 0.16522407, 0.75], [0.33333748, 0.66668927, 0.75], [0.66666455, 0.3333305, 0.25]]","[22, 22, 22, 22, 22, 22, 49, 49]",mp-866046,-0.12693709749999993,0.0,8,P6_3/mmc
In3Rh,"[[7.03638286, -0.0, 0.0], [-0.0, 7.03638286, 0.0], [0.0, 0.0, 7.19664144]]","[[0.0, 0.5, -0.0], [0.0, 0.5, 0.5], [0.5, 0.0, 0.5], [0.5, 0.0, -0.0], [0.15127916, 0.15127916, 0.25730194], [0.34872084000000003, 0.65127916, 0.7573019400000001], [0.65127916, 0.34872084000000003, 0.7573019400000001], [0.65127916, 0.34872084000000003, 0.24269806], [0.34872084000000003, 0.65127916, 0.24269806], [0.84872084, 0.84872084, 0.25730194], [0.15127916, 0.15127916, 0.74269806], [0.84872084, 0.84872084, 0.74269806], [0.34409591, 0.34409591, -0.0], [0.15590409, 0.8440959100000001, 0.5], [0.8440959100000001, 0.15590409, 0.5], [0.65590409, 0.65590409, -0.0]]","[49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 45, 45, 45, 45]",mp-18614,-0.28745191375,0.0,16,P4_2/mnm
TiInRh2,"[[0.0, 3.14698581, 3.14698581], [3.14698581, 0.0, 3.14698581], [3.14698581, 3.14698581, -0.0]]","[[0.5, 0.5, 0.5], [0.0, -0.0, -0.0], [0.75, 0.75, 0.75], [0.25, 0.25, 0.25]]","[22, 49, 45, 45]",mp-866170,-0.6435613333333343,0.0,4,Fm-3m
Ti3In3Rh2,"[[3.640739759999999, -6.3059468800000005, 0.0], [3.640739759999999, 6.3059468800000005, 0.0], [-0.0, -0.0, 3.07416836]]","[[0.41892462, 0.0, 0.5], [0.58107538, 0.58107538, 0.5], [0.0, 0.41892462, 0.5], [0.7632655500000001, -0.0, -0.0], [0.23673445, 0.23673445, 0.0], [-0.0, 0.7632655500000001, -0.0], [0.333333, 0.666667, 0.0], [0.666667, 0.333333, 0.0]]","[22, 22, 22, 49, 49, 49, 45, 45]",mp-11073,-0.45938145499999994,0.0,8,P-62m
InRh,"[[3.20967535, 0.0, 0.0], [-0.0, 3.20967535, 0.0], [-0.0, -0.0, 3.20967535]]","[[-0.0, 0.0, -0.0], [0.5, 0.5, 0.5]]","[49, 45]",mp-899,-0.41382653999999963,0.0,2,Pm-3m
TiRh3,"[[3.825970309999999, 0.0, 0.0], [0.0, 3.825970309999999, -0.0], [0.0, 0.0, 3.825970309999999]]","[[-0.0, 0.0, -0.0], [0.5, 0.5, -0.0], [0.5, -0.0, 0.5], [-0.0, 0.5, 0.5]]","[22, 45, 45, 45]",mp-1152,-0.6179574708333337,0.0,4,Pm-3m
TiIn,"[[0.0, 4.21802745, 0.0], [-0.0, 0.0, 4.26661295], [4.21802745, -0.0, -0.0]]","[[-0.0, 0.5, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, -0.0], [0.5, 0.0, 0.5]]","[22, 22, 49, 49]",mp-1216825,-0.14305769666666723,0.0,4,P4/mmm
TiRh,"[[3.41097137, 0.0, 0.0], [0.0, 4.1586488, 0.0], [0.0, 0.0, 4.1586488]]","[[0.5, 0.5, -0.0], [0.5, -0.0, 0.5], [0.0, 0.5, 0.5], [0.0, 0.0, 0.0]]","[22, 22, 45, 45]",mp-2583,-0.7413721266666666,0.0,4,P4/mmm
Rh,"[[2.33067207, 0.0, 1.34561394], [0.77689103, 2.19737928, 1.34561394], [-0.0, -0.0, 2.6912289]]","[[0.0, 0.0, 0.0]]",[45],mp-74,0.0,0.0,1,Fm-3m
In3Co,"[[6.81487624, -0.00045626, 1.029999999999998e-06], [-0.00045626, 6.81487624, 1.029999999999998e-06], [1.02e-06, 1.02e-06, 7.07716683]]","[[-0.0, 0.5, 0.0], [-0.0, 0.5, 0.5], [0.5, -0.0, 0.5], [0.5, -0.0, 0.0], [0.15399428, 0.15399428, 0.25744503], [0.3460221, 0.653978899999999, 0.75749435], [0.653978899999999, 0.3460221, 0.75749435], [0.653978899999999, 0.3460221, 0.24250565000000002], [0.3460221, 0.653978899999999, 0.24250565000000002], [0.8460057200000001, 0.8460057200000001, 0.25744503], [0.15399428, 0.15399428, 0.74255497], [0.8460057200000001, 0.8460057200000001, 0.74255497], [0.34746653, 0.34746653, 0.0], [0.15257495000000001, 0.84742505, 0.5], [0.84742505, 0.15257495000000001, 0.5], [0.6525334700000001, 0.6525334700000001, -0.0]]","[49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 27, 27, 27, 27]",mp-22236,-0.013189688750000261,0.0,16,P4_2/mnm
VCo3,"[[4.92422969, 5.42e-06, 2.589999999999999e-06], [-2.46210981, 4.26449476, 3.0000000000000004e-08], [6.329999999999999e-06, 3.74e-06, 12.01150201]]","[[4.599999999999998e-07, -1.08e-06, -2.67e-06], [-0.0, 1.32e-06, 0.5000035700000001], [0.33333328, 0.66666594, 0.33897341000000003], [0.33333212, 0.66666524, 0.6610296800000001], [0.66666795, 0.33333494, 0.16103176], [0.66666963, 0.33333571, 0.83896448], [0.49534284, 0.50465325, 5.68e-06], [0.009313430000000001, 0.50465609, 5.86e-06], [0.49534317, 0.9906897800000001, 5.719999999999999e-06], [0.50465693, 0.49534718, 0.49999341], [0.9906873700000001, 0.49534459000000003, 0.49999361000000003], [0.50465618, 0.00930929, 0.49999343], [0.16617996000000002, 0.83381739, 0.16753411], [0.66763722, 0.8338183, 0.8324717500000001], [0.16618134, 0.33236514, 0.8324731200000001], [0.16617977, 0.33236238, 0.16753407], [0.66763815, 0.8338187300000001, 0.16753459], [0.16618158, 0.83381623, 0.8324731], [0.83381876, 0.16618226, 0.33245742], [0.33236242, 0.16618131, 0.6675381], [0.83381857, 0.66763594, 0.66753714], [0.83381938, 0.66763689, 0.33245733], [0.33236141, 0.16618072, 0.33245624], [0.83381807, 0.16618245, 0.66753708]]","[23, 23, 23, 23, 23, 23, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27]",mp-542614,-0.17248472333333353,0.0,24,P6_3/mmc
V3Co,"[[4.6205241, -0.0, 0.0], [-0.0, 4.6205241, 0.0], [0.0, -0.0, 4.6205241]]","[[0.5, 0.25, -0.0], [0.5, 0.75, -0.0], [0.25, -0.0, 0.5], [0.75, -0.0, 0.5], [-0.0, 0.5, 0.25], [-0.0, 0.5, 0.75], [0.5, 0.5, 0.5], [-0.0, -0.0, -0.0]]","[23, 23, 23, 23, 23, 23, 27, 27]",mp-1585,-0.19621856000000015,0.0,8,Pm-3n
HfPt3,"[[5.66295748, -0.0, 0.0], [-2.83147925, 4.90426571, -0.0], [0.0, 0.0, 9.2523658]]","[[-0.0, -0.0, 0.0], [-0.0, -0.0, 0.5], [0.333333, 0.666667, 0.25], [0.666667, 0.333333, 0.75], [0.5, 0.0, 0.0], [0.5, 0.5, 0.5], [0.0, 0.5, 0.5], [-0.0, 0.5, 0.0], [0.5, 0.5, 0.0], [0.5, 0.0, 0.5], [0.83061725, 0.66123751, 0.25], [0.16938275, 0.83061725, 0.75], [0.66123751, 0.83061725, 0.75], [0.33876249, 0.16938275, 0.25], [0.83061725, 0.16938275, 0.25], [0.16938275, 0.33876249, 0.75]]","[72, 72, 72, 72, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78]",mp-11456,-1.0894644368749997,0.0,16,P6_3/mmc
HfPt,"[[-3.36970902, -0.0, 0.0], [0.0, 0.0, -4.2631372], [-1.68485553, -5.16014616, 0.0]]","[[0.14230623, 0.75, 0.71538754], [0.85769377, 0.25, 0.28461246], [0.40688442, 0.75, 0.18623317], [0.59311558, 0.25, 0.81376683]]","[72, 72, 78, 78]",mp-1007691,-1.1482920750000005,0.0,4,Cmcm
HfPt4,"[[3.9850513, 0.0, 0.0], [-0.0, 3.9850513, 0.0], [-0.0, 0.0, 20.04132183]]","[[0.0, 0.0, 0.19593168], [0.0, 0.0, 0.39912248], [-0.0, -0.0, 0.60087752], [-0.0, -0.0, 0.8040683200000001], [0.5, 0.5, -0.0], [0.5, 0.5, 0.20040292], [0.5, 0.5, 0.4000626], [0.5, 0.5, 0.5999374], [0.5, 0.5, 0.7995970800000001], [0.5, -0.0, 0.10124612000000001], [0.5, 0.0, 0.30007442], [0.5, 0.0, 0.5], [0.5, -0.0, 0.69992558], [0.5, 0.0, 0.89875388], [-0.0, 0.5, 0.10124612000000001], [0.0, 0.5, 0.30007442], [-0.0, 0.5, 0.5], [-0.0, 0.5, 0.69992558], [0.0, 0.5, 0.89875388], [-0.0, 0.0, -0.0]]","[72, 72, 72, 72, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78]",mp-1224475,-0.8726025785000004,0.0,20,P4/mmm
Tl2Pt3,"[[5.69237224, 0.0, -0.0], [-2.84618612, 4.9297387, 0.0], [0.0, 0.0, 14.034361]]","[[-0.0, -0.0, 0.25], [-0.0, -0.0, 0.75], [0.333333, 0.666667, 0.25], [0.666667, 0.333333, 0.75], [0.333333, 0.666667, 0.90734232], [0.333333, 0.666667, 0.59265768], [0.666667, 0.333333, 0.09265768], [0.666667, 0.333333, 0.40734232000000004], [0.16611463, 0.33222573, 0.08619116], [0.66777427, 0.8338899, 0.08619116], [0.166110099999999, 0.8338853700000001, 0.08619116], [0.66777427, 0.8338853700000001, 0.41380884], [0.166110099999999, 0.33222573, 0.41380884], [0.16611463, 0.8338899, 0.41380884], [0.8338853700000001, 0.66777427, 0.9138088400000001], [0.33222573, 0.166110099999999, 0.9138088400000001], [0.8338899, 0.16611463, 0.9138088400000001], [0.33222573, 0.16611463, 0.58619116], [0.8338899, 0.66777427, 0.58619116], [0.8338853700000001, 0.166110099999999, 0.58619116]]","[81, 81, 81, 81, 81, 81, 81, 81, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78]",mp-30853,-0.10363294233333349,0.0,20,P6_3/mmc
HfP2,"[[0.0, -3.49786185, 0.0], [-6.47301606, 0.0, 0.0], [0.0, 0.0, -8.65235419]]","[[0.75, 0.22049659, 0.66344498], [0.75, 0.72049659, 0.83655502], [0.25, 0.77950341, 0.33655502], [0.25, 0.27950341, 0.16344498], [0.75, 0.60821558, 0.53936001], [0.75, 0.10821558, 0.96063999], [0.25, 0.39178442, 0.46063999], [0.25, 0.89178442, 0.03936001], [0.75, 0.5924256800000001, 0.14409275], [0.75, 0.09242568, 0.35590725], [0.25, 0.40757432, 0.85590725], [0.25, 0.90757432, 0.64409275]]","[72, 72, 72, 72, 15, 15, 15, 15, 15, 15, 15, 15]",mp-1102018,-0.9245738422222219,0.0,12,Pnma
Hf2P,"[[3.58496007, 0.0, 0.0], [0.0, 12.21962583, -0.0], [0.0, 0.0, 15.00803885]]","[[-0.0, 0.88401235, 0.91535396], [0.0, 0.11598765, 0.08464604], [0.5, 0.38401235, 0.58464604], [0.5, 0.61598765, 0.41535396], [-0.0, 0.81301616, 0.70935264], [0.0, 0.18698384, 0.29064736], [0.5, 0.31301616, 0.79064736], [0.5, 0.68698384, 0.20935264], [0.0, 0.47431716, 0.89380803], [-0.0, 0.52568284, 0.10619197], [0.5, 0.97431716, 0.60619197], [0.5, 0.025682840000000002, 0.39380803000000003], [-0.0, 0.09777842, 0.75382137], [-0.0, 0.90222158, 0.24617863], [0.5, 0.59777842, 0.7461786300000001], [0.5, 0.40222158, 0.25382137], [0.0, 0.15989805, 0.52201561], [0.0, 0.84010195, 0.47798339], [0.5, 0.65989805, 0.97798439], [0.5, 0.34010195, 0.02201561], [-0.0, 0.58836445, 0.57619941], [-0.0, 0.41163555, 0.42380059000000003], [0.5, 0.08836445, 0.92380059], [0.5, 0.9116355500000001, 0.07619941], [0.0, 0.687935499999999, 0.85035362], [-0.0, 0.312064499999999, 0.14964538], [0.5, 0.1879355, 0.64964638], [0.5, 0.8120645, 0.35035362000000003], [0.0, 0.44365608, 0.71193739], [0.0, 0.55634392, 0.28806261], [0.5, 0.94365608, 0.78806261], [0.5, 0.05634392, 0.21193839], [0.0, 0.24505615, 0.90867094], [0.0, 0.75494385, 0.09132906], [0.5, 0.74505615, 0.59132906], [0.5, 0.25494385, 0.40867094]]","[72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",mp-504659,-1.0043119822222226,0.0,36,Pnnm
TiP2,"[[3.348595109999999, 0.0, 0.0], [0.0, 6.17029079, 0.0], [0.0, 0.0, 8.26510834]]","[[0.25, 0.7677632, 0.33360738], [0.75, 0.2322368, 0.66639262], [0.25, 0.2677632, 0.16639262], [0.75, 0.7322368, 0.83360738], [0.25, 0.41211456, 0.86302471], [0.75, 0.58788544, 0.13697529], [0.25, 0.91211456, 0.63697529], [0.75, 0.08788544, 0.36302471000000003], [0.75, 0.12027489000000001, 0.9603538300000001], [0.25, 0.87972511, 0.03964617], [0.75, 0.62027489, 0.53964617], [0.25, 0.37972511000000003, 0.46035383]]","[22, 22, 22, 22, 15, 15, 15, 15, 15, 15, 15, 15]",mp-20327,-0.8177001908333329,0.0,12,Pnma
Ti7P4,"[[0.00017658, -3.39829725, -0.00021328000000000002], [-7.06345895, 1.699635129999999, 1.85872397], [0.01894852, -0.0008566800000000001, -13.61976576]]","[[-1.7140000000000002e-05, -2.7800000000000005e-05, -2.6330000000000004e-05], [0.49999964, -1.4e-06, 0.5000285800000001], [0.4291409, 0.8583133, 0.83042811], [0.57084667, 0.14166669, 0.16953036], [0.19639276, 0.392519299999999, 0.30757183], [0.80361379, 0.60747811, 0.69245119], [0.20515256, 0.41044348, 0.79397328], [0.7948397700000001, 0.589548699999999, 0.20601377], [0.33967135, 0.67933342, 0.03149366], [0.66032875, 0.32067339, 0.9684495], [0.00376894, 0.00765685, 0.66288065], [0.99623637, 0.99234532, 0.33714903], [0.17915103000000002, 0.35815403, 0.54164349], [0.8208665900000001, 0.64187108, 0.45840952], [0.17855685000000002, 0.3569484, 0.10974927], [0.8214414600000001, 0.64305579, 0.89020653], [0.37289085, 0.745807999999999, 0.60412527], [0.62713014, 0.25420967, 0.39592019], [0.36954358, 0.73909933, 0.3426802], [0.63045684, 0.26090623, 0.6573531300000001], [0.06156045, 0.12292712, 0.84974318], [0.93842983, 0.87706701, 0.15022262]]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 15, 15, 15, 15, 15, 15, 15, 15]",mp-1191079,-1.1308120742424252,0.0,22,C2/m
Ti2P,"[[3.30245402, -5.72006122, 0.0], [3.30249433, 5.72008418, 0.0], [0.0, 0.0, 3.50638335]]","[[1.1970000000000002e-05, 0.25398221, 0.5], [0.25396216, -5.08e-06, 0.5], [0.74603413, 0.7460182, 0.5], [0.59163685, 1.969999999999999e-06, -0.0], [0.4083788, 0.408393, 0.0], [0.99998875, 0.591608799999999, 0.0], [0.99999076, -9.3e-07, 0.0], [0.66665686, 0.33331924, 0.5], [0.33334072, 0.66668259, 0.5]]","[22, 22, 22, 22, 22, 22, 15, 15, 15]",mp-30218,-1.064488496666668,0.0,9,P-62m
Ti3P,"[[4.97516196, 0.0, -0.0], [-0.0, 9.93869416, -0.00026825], [-0.0, 0.00026825, 9.93869416]]","[[0.53154537, 0.11035523, 0.22155339000000002], [0.03154537, 0.77844661, 0.61035523], [0.03154537, 0.72155339, 0.88964477], [0.53154537, 0.38964477000000003, 0.27844661], [0.46845463, 0.88964477, 0.77844661], [0.96845463, 0.22155339000000002, 0.38964477000000003], [0.96845463, 0.27844661, 0.11035523], [0.46845463, 0.61035523, 0.72155339], [0.2600203, 0.53365515, 0.0687998], [0.7600203, 0.931200199999999, 0.03365515], [0.7600203, 0.5687998, 0.46634485000000003], [0.2600203, 0.96634485, 0.4312002], [0.7399797, 0.46634485000000003, 0.931200199999999], [0.2399797, 0.0687998, 0.96634485], [0.2399797, 0.4312002, 0.53365515], [0.7399797, 0.03365515, 0.5687998], [0.785001699999999, 0.64310223, 0.16685062], [0.285001699999999, 0.83314938, 0.14310223], [0.285001699999999, 0.6668506200000001, 0.35689777], [0.785001699999999, 0.85689777, 0.33314938], [0.2149983, 0.35689777, 0.83314938], [0.7149983, 0.16685062, 0.85689777], [0.7149983, 0.33314938, 0.64310223], [0.2149983, 0.14310223, 0.6668506200000001], [0.96361761, 0.5434192, 0.70863877], [0.46361761, 0.29136123, 0.0434192], [0.46361761, 0.20863877, 0.456580799999999], [0.96361761, 0.9565808, 0.79136123], [0.03638239, 0.456580799999999, 0.29136123], [0.53638239, 0.70863877, 0.9565808], [0.53638239, 0.79136123, 0.5434192], [0.03638239, 0.0434192, 0.20863877]]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 15, 15, 15, 15, 15, 15, 15, 15]",mp-31214,-0.8578887464583334,0.0,32,P4_2/n
Hf3P,"[[5.2878837, -0.0, 0.0], [0.0, 10.65926963, -5.5610000000000005e-05], [-0.0, 5.5610000000000005e-05, 10.65926963]]","[[0.71800056, 0.1653441, 0.64279726], [0.21800056, 0.35720274, 0.6653441], [0.21800056, 0.14279726, 0.8346559], [0.71800056, 0.3346559, 0.85720274], [0.28199944, 0.8346559, 0.35720274], [0.78199944, 0.64279726, 0.3346559], [0.78199944, 0.85720274, 0.1653441], [0.28199944, 0.6653441, 0.14279726], [0.52943933, 0.11190949, 0.27749813], [0.02943933, 0.72250187, 0.6119094900000001], [0.02943933, 0.77749813, 0.88809051], [0.52943933, 0.38809051, 0.22250187000000002], [0.47056067, 0.88809051, 0.72250187], [0.97056067, 0.27749813, 0.38809051], [0.97056067, 0.22250187000000002, 0.11190949], [0.47056067, 0.6119094900000001, 0.77749813], [0.23855933, 0.06876307, 0.53425069], [0.7385593300000001, 0.46574931, 0.56876307], [0.7385593300000001, 0.03425069, 0.9312369300000001], [0.23855933, 0.43123693, 0.96574931], [0.76144067, 0.9312369300000001, 0.46574931], [0.26144067, 0.53425069, 0.43123693], [0.26144067, 0.96574931, 0.06876307], [0.76144067, 0.56876307, 0.03425069], [0.03640571, 0.04446962, 0.29054248], [0.53640571, 0.7094575200000001, 0.54446962], [0.53640571, 0.79054248, 0.95553038], [0.03640571, 0.45553038, 0.20945752], [0.9635942900000001, 0.95553038, 0.7094575200000001], [0.46359429, 0.29054248, 0.45553038], [0.46359429, 0.20945752, 0.04446962], [0.9635942900000001, 0.54446962, 0.79054248]]","[72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 15, 15, 15, 15, 15, 15, 15, 15]",mp-504812,-0.7922674439583339,0.0,32,P4_2/n
Hf3P2,"[[3.57703592, -9e-08, 2.4e-07], [-2.1e-07, 9.80707377, 0.00029633000000000003], [-3.4e-07, 0.00030471000000000003, 10.15547581]]","[[0.24999985, 0.79821083, 0.21603487000000002], [0.74999987, 0.2017738, 0.78397054], [0.74999985, 0.29819595, 0.28390033], [0.24999989, 0.70182354, 0.71610693], [0.24999977, 0.43423361, 0.8745602], [0.74999981, 0.565802599999999, 0.1254495], [0.74999971, 0.93421063, 0.62549468], [0.2499998, 0.06575727, 0.37450453], [0.24999963, 0.3732102, 0.54543365], [0.74999962, 0.62682705, 0.45455622], [0.74999973, 0.87319879, 0.95459115], [0.24999967, 0.12676583, 0.04542268], [0.24999966, 0.6778316, 0.9725583], [0.7499996800000001, 0.32219236, 0.02744381], [0.74999962, 0.17779917, 0.5274519400000001], [0.24999958, 0.82218696, 0.47253473], [0.24999982, 0.99869755, 0.80714034], [0.74999986, 0.0012576500000000001, 0.19285755000000002], [0.74999979, 0.49873868, 0.69288689], [0.24999979, 0.50128793, 0.30710216]]","[72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 15, 15, 15, 15, 15, 15, 15, 15]",mp-20672,-1.1545880858333333,0.0,20,Pnma
HfP,"[[3.65832927, -1e-08, 0.0], [-1.82916565, 3.16820525, 0.0], [-0.0, 0.0, 12.34166131]]","[[0.333333, 0.666667, 0.38374004], [0.666667, 0.333333, 0.8837400400000001], [0.666667, 0.333333, 0.61625996], [0.333333, 0.666667, 0.11625996], [0.666667, 0.333333, 0.25], [0.333333, 0.666667, 0.75], [0.0, -0.0, 0.5], [0.0, -0.0, 0.0]]","[72, 72, 72, 72, 15, 15, 15, 15]",mp-9953,-1.2936141941666666,0.0,8,P6_3/mmc
