structure_id,composition,type,cell,positions,numbers,strained_cell,strained_positions,strained_numbers,optimized_formula,optimized_cell,optimized_positions,optimized_numbers,Energy (eV/atom),source,Formation Energy (eV/atom),Hull Distance (eV/atom)
9251,Cr2ZnGe,inverse,"[[2.69998514, 2.69998514, -0.0], [-2.69998514, 2.69998514, -0.0], [0.0, 0.0, 7.6071786]]","[[0.4999999999999999, 4.111959759249477e-17, 0.24999999999999997], [0.9999999999999998, 0.4999999999999998, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.111959759249477e-17, 0.7499999999999998], [0.9999999999999998, 0.4999999999999998, 0.24999999999999997], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]","[24, 24, 24, 24, 30, 30, 32, 32]","[[2.969983654, 2.969983654, 0.0], [-2.969983654, 2.969983654, 0.0], [0.0, 0.0, 8.36789646]]","[[0.4999999999999999, 4.111959759249477e-17, 0.24999999999999997], [0.9999999999999998, 0.4999999999999998, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.4999999999999999, 0.4999999999999999, 0.0], [0.4999999999999999, 4.111959759249477e-17, 0.7499999999999998], [0.9999999999999998, 0.4999999999999998, 0.24999999999999997], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.49999999999999983]]","[24, 24, 24, 24, 30, 30, 32, 32]",ZnCr2Ge,"[[2.633831292413294, 2.6338312924132925, 9.142242627883832e-23], [-2.6338312924132943, 2.633831292413293, 9.142242627883833e-23], [4.1187640569799905e-42, 2.8690203684824187e-22, 8.260415071920063]]","[[0.5000000000000001, -1.594776959170615e-16, 0.24999999999999983], [0.9999999999999999, 0.4999999999999994, 0.7500000000000007], [-7.778090484530822e-17, 7.77809048453082e-17, 0.49999999999999967], [0.5, 0.4999999999999999, -5.307059091527799e-17], [0.5000000000000001, -1.5947772314944704e-16, 0.7500000000000007], [0.9999999999999999, 0.4999999999999994, 0.24999999999999983], [-7.476290471362688e-17, 7.476290471362685e-17, -5.3070590915277977e-17], [0.5, 0.4999999999999999, 0.49999999999999967]]","[24, 24, 24, 24, 30, 30, 32, 32]",-6.087461948394775,example_data_result_test1,0.1664878427982321,0.24702039361000083
9651,Cr2RuGe,full,"[[2.49365065, 2.49365065, 0.0], [-2.49365065, 2.49365065, -0.0], [0.0, 0.0, 8.27712468]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 44, 44, 32, 32]","[[2.7430157150000003, 2.7430157150000003, 0.0], [-2.7430157150000003, 2.7430157150000003, 0.0], [0.0, 0.0, 9.104837148000001]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 44, 44, 32, 32]",Cr2GeRu,"[[2.5025876021880653, 2.5025876021880653, -9.057800419620915e-19], [-2.5025876021880658, 2.5025876021880653, -9.057800419620882e-19], [4.977652011389969e-34, -2.857787282730658e-18, 8.326854123377366]]","[[0.5000000000000007, 8.8251632665614e-16, 0.2500000000000001], [-4.753532641788662e-17, 0.5, 0.7499999999999996], [0.5000000000000007, 8.828018098975889e-16, 0.7499999999999996], [-4.782080965933559e-17, 0.5, 0.2500000000000001], [-1.5364266562594442e-16, -8.255499018753713e-18, 0.5000000000000002], [0.5000000000000008, 0.5000000000000008, 1.080909516127315e-34], [-1.2142362348352335e-16, 4.047454116117417e-17, -5.239149213718681e-50], [0.5000000000000008, 0.5000000000000009, 0.5000000000000002]]","[24, 24, 24, 24, 44, 44, 32, 32]",-8.27454948425293,example_data_result_test1,-0.0206508636474609,0.15622568130493256
9893,Cr2PdAs,full,"[[3.17737277, 3.17737277, -0.0], [-3.17737277, 3.17737277, -0.0], [-0.0, -0.0, 6.13216321]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 46, 46, 33, 33]","[[3.812847324, 3.812847324, 0.0], [-3.812847324, 3.812847324, 0.0], [0.0, 0.0, 7.358595852]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 46, 46, 33, 33]",Cr2AsPd,"[[3.2999031603069193, 3.29990316030692, 7.003971464040534e-18], [-3.2999031603069193, 3.29990316030692, 7.003971464040501e-18], [-1.4676313460099422e-34, 1.5647262771105108e-17, 5.6113504175377]]","[[0.49999999999999994, 3.238480009393403e-17, 0.24999999999999986], [-3.0644316113163066e-16, 0.5000000000000008, 0.749999999999999], [0.49999999999999994, 3.4437909965503304e-18, 0.749999999999999], [-3.052577276498759e-16, 0.5000000000000008, 0.24999999999999986], [2.6663173000123954e-17, 2.666317300012399e-17, 0.49999999999999967], [0.4999999999999997, 0.5000000000000004, 6.034972143895668e-17], [2.6663173000123972e-17, 2.6663173000124012e-17, 6.034972143895671e-17], [0.4999999999999997, 0.5000000000000004, 0.49999999999999967]]","[24, 24, 24, 24, 46, 46, 33, 33]",-7.140239715576172,example_data_result_test2,0.1313273906707754,0.31458981831868416
10527,CrIrIn,half,"[[-0.0, 2.97798331, 2.97798331], [2.97798331, -0.0, 2.97798331], [2.97798331, 2.97798331, -0.0]]","[[0.25, 0.25, 0.2499999999999999], [0.5, 0.5, 0.4999999999999998], [0.0, 0.0, 0.0]]","[24, 77, 49]","[[0.0, 3.275781641, 3.275781641], [3.275781641, 0.0, 3.275781641], [3.275781641, 3.275781641, 0.0]]","[[0.25, 0.25, 0.2499999999999999], [0.5, 0.5, 0.4999999999999998], [0.0, 0.0, 0.0]]","[24, 77, 49]",CrInIr,"[[7.159817610363468e-17, 2.9661691575612643, 2.966169157561264], [2.9661691575612643, -4.687537557413516e-17, 2.9661691575612643], [2.9661691575612643, 2.966169157561264, -1.4827644501689183e-17]]","[[0.2499999999999999, 0.2499999999999998, 0.25000000000000067], [0.49999999999999983, 0.4999999999999995, 0.5000000000000026], [1.0167555224647708e-16, 3.389185074882646e-17, -2.3724295524178157e-16]]","[24, 77, 49]",-6.742036819458008,example_data_result_test1,0.323959668477376,0.4640555558381254
15107,FeNbGa,half,"[[2.91605709, 2.91605709, 0.0], [-2.91605709, 2.91605709, -0.0], [0.0, 0.0, 5.83922475]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[26, 26, 41, 41, 31, 31]","[[3.207662799, 3.207662799, 0.0], [-3.207662799, 3.207662799, 0.0], [0.0, 0.0, 6.423147225]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]","[26, 26, 41, 41, 31, 31]",NbGaFe,"[[2.9129793232408003, 2.912979323240801, 2.8965133666539487e-19], [-2.9129793232408003, 2.912979323240801, 2.8965133666541957e-19], [8.399205171214211e-33, 5.793026712802268e-19, 5.825958704981284]]","[[0.4999999999999998, 2.1640422496214506e-16, 0.24999999999999983], [-4.356977457164777e-16, 0.5000000000000001, 0.7499999999999992], [2.6869029243844716e-33, 1.9064246086659047e-33, 0.49999999999999967], [0.49999999999999933, 0.5000000000000003, -3.459752721045137e-17], [5.7810547084540694e-33, -3.469938775189391e-33, -3.459752721045138e-17], [0.49999999999999933, 0.5000000000000003, 0.49999999999999967]]","[26, 26, 41, 41, 31, 31]",-7.129173278808594,example_data_result_test1,0.0678178469340009,0.3451291252585021
15272,Fe2RuAs,full,"[[2.56544887, 2.56544887, -0.0], [-2.56544887, 2.56544887, 0.0], [-0.0, -0.0, 8.09270415]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[26, 26, 26, 26, 44, 44, 33, 33]","[[2.8219937570000004, 2.8219937570000004, 0.0], [-2.8219937570000004, 2.8219937570000004, 0.0], [0.0, 0.0, 8.901974565]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[26, 26, 26, 26, 44, 44, 33, 33]",Fe2AsRu,"[[2.5543676477009365, 2.554367647700935, -1.5636713182955334e-16], [-2.554367647700936, 2.5543676477009347, -1.5636713182955253e-16], [2.430511842204312e-31, -4.845250101710556e-16, 8.267809711541709]]","[[0.5000000000000001, -9.339343235590473e-17, 0.2500000000000001], [1.755368848061455e-17, 0.5000000000000003, 0.75], [0.5000000000000002, 9.538947629087287e-18, 0.75], [-2.986754027311959e-17, 0.5000000000000003, 0.2500000000000001], [3.741389004568513e-17, 1.199532936160412e-16, 0.5000000000000003], [0.5000000000000001, 0.5000000000000002, -4.988659612622276e-17], [-3.934179591543144e-17, 3.934179591543147e-17, -4.9886596126222804e-17], [0.5, 0.5000000000000001, 0.5000000000000003]]","[26, 26, 26, 26, 44, 44, 33, 33]",-7.649261474609375,example_data_result_test1,0.0642604827880859,0.21491003036498996
15419,Fe2RhBi,full,"[[2.74045428, 2.74045428, 0.0], [-2.74045428, 2.74045428, -0.0], [-0.0, -0.0, 8.50995618]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[26, 26, 26, 26, 45, 45, 83, 83]","[[3.2885451359999998, 3.2885451359999998, 0.0], [-3.2885451359999998, 3.2885451359999998, 0.0], [0.0, 0.0, 10.211947416]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[26, 26, 26, 26, 45, 45, 83, 83]",Fe2BiRh,"[[2.7778936540228623, 2.777893654022863, 1.0023073249743342e-18], [-2.777893654022863, 2.777893654022863, 1.0023073249749842e-18], [2.1251708841052795e-31, 3.0437266301239618e-18, 8.431816070131442]]","[[0.5, 1.949142089621005e-15, 0.24999999999999994], [-4.164787707904994e-16, 0.5000000000000004, 0.7499999999999993], [0.5, 1.948868165651155e-15, 0.7499999999999993], [-3.606936955893916e-16, 0.5000000000000003, 0.24999999999999994], [9.217173532409066e-18, -9.217173532409027e-18, 0.4999999999999999], [0.5000000000000003, 0.5000000000000017, 2.4416902653865937e-35], [0.0, 0.0, 0.0], [0.5000000000000003, 0.5000000000000017, 0.4999999999999999]]","[26, 26, 26, 26, 45, 45, 83, 83]",-6.763808250427246,example_data_result_test2,0.2693150639533996,0.36526751518249506
15452,FePdSi,half,"[[-0.0, 2.7942945, 2.7942945], [2.7942945, 0.0, 2.7942945], [2.7942945, 2.7942945, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]","[26, 46, 14]","[[0.0, 3.3531533999999996, 3.3531533999999996], [3.3531533999999996, 0.0, 3.3531533999999996], [3.3531533999999996, 3.3531533999999996, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]","[26, 46, 14]",FeSiPd,"[[-1.354886188444709e-17, 2.827297550523367, 2.8272975505233675], [2.827297550523367, -7.643536274497219e-17, 2.8272975505233675], [2.827297550523367, 2.8272975505233675, -1.031137634661996e-16]]","[[0.24999999999999978, 0.25, 0.25], [0.49999999999999956, 0.5, 0.5], [6.621963818447163e-17, -6.621963818447169e-17, 6.621963818447181e-17]]","[26, 46, 14]",-6.306303024291992,example_data_result_test2,0.0536098480224609,0.575412803226047
16651,CoVIn,half,"[[0.0, 2.92901993, 2.92901993], [2.92901993, 0.0, 2.92901993], [2.92901993, 2.92901993, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]","[27, 23, 49]","[[0.0, 3.221921923, 3.221921923], [3.221921923, 0.0, 3.221921923], [3.221921923, 3.221921923, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]","[27, 23, 49]",VInCo,"[[3.6139302239778684e-17, 2.9267972866519205, 2.9267972866519205], [2.9267972866519205, -8.334382664367883e-17, 2.9267972866519205], [2.9267972866519205, 2.9267972866519205, -3.9622796024205076e-17]]","[[0.2500000000000001, 0.25000000000000006, 0.2499999999999997], [0.5000000000000002, 0.5000000000000001, 0.4999999999999994], [6.891681742501102e-17, -6.891681742501107e-17, -6.891681742501109e-17]]","[27, 23, 49]",-6.133489608764648,example_data_result_test1,0.1598307291666669,0.2880318959554039
17602,CoYGe,half,"[[3.07295526, 3.07295526, 0.0], [-3.07295526, 3.07295526, 0.0], [0.0, 0.0, 6.13955558]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[27, 27, 39, 39, 32, 32]","[[3.3802507860000004, 3.3802507860000004, 0.0], [-3.3802507860000004, 3.3802507860000004, 0.0], [0.0, 0.0, 6.753511138]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[27, 27, 39, 39, 32, 32]",YCoGe,"[[3.079218593811565, 3.0792185938115657, 8.69957044766597e-18], [-3.079218593811565, 3.0792185938115657, 8.699570447666005e-18], [-2.783737636519648e-35, 1.7399140860012228e-17, 6.158437216226394]]","[[0.5, 1.5107152072932947e-17, 0.24999999999999978], [-8.407468217526097e-16, 0.4999999999999997, 0.7499999999999987], [-1.5594959392059162e-32, 1.3871768757065546e-32, 0.49999999999999967], [0.49999999999999895, 0.49999999999999994, -3.285572248537152e-17], [-1.2709725570008113e-32, 1.2709725570008107e-32, -3.285572248537153e-17], [0.49999999999999895, 0.49999999999999994, 0.49999999999999967]]","[27, 27, 39, 39, 32, 32]",-6.396877288818359,example_data_result_test1,-0.3820972442626953,0.30507469177246094
17884,CoMoBi,half,"[[3.02730241, 3.02730241, -0.0], [-3.02730241, 3.02730241, -0.0], [-0.0, -0.0, 6.05430808]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]","[27, 27, 42, 42, 83, 83]","[[3.3300326510000002, 3.3300326510000002, 0.0], [-3.3300326510000002, 3.3300326510000002, 0.0], [0.0, 0.0, 6.659738888000001]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]","[27, 27, 42, 42, 83, 83]",CoBiMo,"[[3.0321393060836206, 3.032139306083621, -4.413936103391884e-17], [-3.0321393060836206, 3.03213930608362, -4.413936103391885e-17], [-6.522716457329863e-34, 7.204462907607317e-16, 6.064278617132245]]","[[0.4999999999999998, 2.247161190315077e-16, 0.2499999999999998], [-1.1752572374757037e-15, 0.49999999999999933, 0.7499999999999993], [1.0893510697990203e-21, -1.3335990483196373e-16, 0.4999999999999996], [0.4999999999999987, 0.4999999999999996, -1.114977229002619e-32], [6.668049709151677e-17, -6.668049709151657e-17, 1.3491000628581039e-48], [0.4999999999999986, 0.49999999999999944, 0.4999999999999996]]","[27, 27, 42, 42, 83, 83]",-6.724417368570964,example_data_result_test1,0.5295948187510167,0.5526365439097081
19913,NiZnSn,half,"[[2.97868417, 2.97868417, 0.0], [-2.97868417, 2.97868417, -0.0], [-0.0, 0.0, 5.93018575]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[28, 28, 30, 30, 50, 50]","[[3.2765525870000003, 3.2765525870000003, 0.0], [-3.2765525870000003, 3.2765525870000003, 0.0], [0.0, 0.0, 6.523204325]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[28, 28, 30, 30, 50, 50]",ZnNiSn,"[[2.971890205826949, 2.971890205826951, -2.0288852857784892e-29], [-2.9718902058269485, 2.97189020582695, -2.0288852857784946e-29], [1.1406969481194719e-43, -4.026778620788834e-29, 5.943815651653606]]","[[0.5, -2.8737229644508645e-17, 0.25000000000000006], [-5.727311848603557e-16, 0.5000000000000001, 0.749999999999999], [-7.546886734013277e-17, 6.006663775507742e-17, 0.5000000000000001], [0.49999999999999956, 0.49999999999999994, -2.246378396231397e-45], [-7.546886734013278e-17, 6.006663775507741e-17, -2.9345638810984138e-61], [0.49999999999999956, 0.49999999999999994, 0.5000000000000001]]","[28, 28, 30, 30, 50, 50]",-3.848395983378092,example_data_result_test1,-0.180323719978332,0.02949730782281798
20138,Ni2MoSn,full,"[[2.9023715, 2.9023715, 0.0], [-2.9023715, 2.9023715, -0.0], [-0.0, -0.0, 6.84588218]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[28, 28, 28, 28, 42, 42, 50, 50]","[[3.1926086500000004, 3.1926086500000004, 0.0], [-3.1926086500000004, 3.1926086500000004, 0.0], [0.0, 0.0, 7.530470398000001]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[28, 28, 28, 28, 42, 42, 50, 50]",Ni2SnMo,"[[2.852356550816081, 2.8523565508160833, 1.1638047720277909e-27], [-2.8523565508160806, 2.8523565508160824, 1.163804772027781e-27], [6.5025485513674974e-43, 2.7967443716950133e-27, 7.141546166572233]]","[[0.49999999999999967, 3.132429037142435e-16, 0.2499999999999998], [-9.323672623359896e-17, 0.49999999999999956, 0.7499999999999991], [0.4999999999999996, 3.409984793296273e-16, 0.7499999999999991], [-1.2099230184898278e-16, 0.49999999999999956, 0.2499999999999998], [-8.63620296980442e-18, 8.636202969804413e-18, 0.4999999999999996], [0.49999999999999956, 0.4999999999999999, 5.591957834886166e-44], [0.0, 0.0, 0.0], [0.49999999999999956, 0.4999999999999999, 0.4999999999999996]]","[28, 28, 28, 28, 42, 42, 50, 50]",-6.522717475891113,example_data_result_test1,0.0716965198516845,0.25064905484517436
23201,CuOsSi,half,"[[2.40401898, 2.40401898, -0.0], [-2.40401898, 2.40401898, 0.0], [0.0, 0.0, 8.04314526]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[29, 29, 76, 76, 14, 14]","[[2.644420878, 2.644420878, 0.0], [-2.644420878, 2.644420878, 0.0], [0.0, 0.0, 8.847459786]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[29, 29, 76, 76, 14, 14]",CuSiOs,"[[2.3758491770435453, 2.3758491770435444, -9.045911354896863e-19], [-2.3758491770435453, 2.3758491770435444, -9.045911354896863e-19], [4.447004850536968e-38, -3.171903049023229e-18, 8.288001426374048]]","[[0.5000000000000001, -5.3170283773567825e-17, 0.2499999999999999], [-8.531986715373445e-16, 0.49999999999999994, 0.7499999999999999], [-5.689427849367334e-17, 5.689427849367321e-17, 0.4999999999999998], [0.4999999999999992, 0.5, -1.7982845566647229e-34], [-8.396719552939161e-17, -3.957194078661815e-33, -7.043496672421698e-51], [0.4999999999999992, 0.5, 0.4999999999999998]]","[29, 29, 76, 76, 14, 14]",-6.612997690836589,example_data_result_test1,0.2882793744405107,0.540442943572998
23521,Zn2ScGa,full,"[[2.92141164, 2.92141164, 0.0], [-2.92141164, 2.92141164, 0.0], [-0.0, -0.0, 8.0957855]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 30, 30, 21, 21, 31, 31]","[[3.2135528040000003, 3.2135528040000003, 0.0], [-3.2135528040000003, 3.2135528040000003, 0.0], [0.0, 0.0, 8.905364050000001]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 30, 30, 21, 21, 31, 31]",ScZn2Ga,"[[2.843487438687764, 2.8434874386877724, -5.217382945867627e-17], [-2.843487438687764, 2.8434874386877724, -5.217382945867576e-17], [1.8608245519150078e-31, -1.656108059517163e-16, 8.710959770246651]]","[[0.5, -6.217007200301497e-17, 0.24999999999999975], [-8.71787096446628e-16, 0.4999999999999997, 0.7499999999999994], [0.5, -4.7609535907580055e-17, 0.7499999999999994], [-8.863476325420629e-16, 0.4999999999999997, 0.24999999999999975], [6.457045742054033e-17, 7.362214028542911e-17, 0.4999999999999995], [0.499999999999999, 0.49999999999999983, -1.1277846500499191e-32], [3.4548149426492294e-17, 3.4548149426492355e-17, -1.1121347659319344e-48], [0.499999999999999, 0.49999999999999983, 0.4999999999999995]]","[30, 30, 30, 30, 21, 21, 31, 31]",-3.2942938804626465,example_data_result_test1,-0.3455327153205871,0.050963645511203304
23746,ZnTiBi,half,"[[2.96837387, 2.96837387, 0.0], [-2.96837387, 2.96837387, 0.0], [0.0, -0.0, 8.13816519]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 22, 22, 83, 83]","[[3.2652112570000003, 3.2652112570000003, 0.0], [-3.2652112570000003, 3.2652112570000003, 0.0], [0.0, 0.0, 8.951981709000002]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 22, 22, 83, 83]",TiZnBi,"[[2.825427105657454, 2.8254271056574516, -1.155179392691892e-29], [-2.8254271056574547, 2.825427105657452, -1.1551793926918959e-29], [3.952337027085509e-43, -2.7643284960881634e-29, 9.10496312763367]]","[[0.5000000000000002, 5.189399148868126e-15, 0.24999999999999992], [-3.231849558563061e-16, 0.5000000000000004, 0.75], [-1.4851225162171906e-17, 1.4851225162171737e-17, 0.49999999999999983], [0.5000000000000013, 0.5000000000000042, 4.091400159427736e-45], [3.08148791101959e-33, -7.688143559045128e-34, 8.026197368707413e-77], [0.5000000000000013, 0.5000000000000042, 0.49999999999999983]]","[30, 30, 22, 22, 83, 83]",-4.116780598958333,example_data_result_test1,0.1930835114585027,0.36349929041332674
23842,Zn2VTl,full,"[[2.80787428, 2.80787428, -0.0], [-2.80787428, 2.80787428, 0.0], [0.0, 0.0, 9.01162948]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 30, 30, 23, 23, 81, 81]","[[3.0886617080000005, 3.0886617080000005, 0.0], [-3.0886617080000005, 3.0886617080000005, 0.0], [0.0, 0.0, 9.912792428000001]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[30, 30, 30, 30, 23, 23, 81, 81]",TlVZn2,"[[2.7871712034086533, 2.787171203408652, -1.086435749158379e-17], [-2.7871712034086533, 2.787171203408652, -1.0864357491583895e-17], [-3.518069031607663e-32, -3.540299413146061e-17, 8.827542102270613]]","[[0.4999999999999999, 6.63081996647956e-17, 0.2500000000000001], [-1.0084626191464359e-15, 0.49999999999999895, 0.7500000000000007], [0.4999999999999999, 6.94837306555151e-17, 0.7500000000000007], [-1.0116381501371554e-15, 0.49999999999999895, 0.2500000000000001], [9.933256231416822e-17, 4.444790049916563e-17, 0.5000000000000002], [0.4999999999999983, 0.4999999999999996, -1.1701256057376062e-33], [7.189023140666695e-17, 8.354498324839553e-32, -5.229477948401899e-50], [0.49999999999999833, 0.4999999999999996, 0.5000000000000002]]","[30, 30, 30, 30, 23, 23, 81, 81]",-3.206179618835449,example_data_result_test1,0.2778057058652243,0.3071469465891521
